idade,profissao,estado_civil,educacao,tem_inadimplencia,saldo_anual,emprestimo_habitacional,emprestimo_pessoal,tipo_contato,dia,mes,duracao_segundos,num_contatos_campanha,dias_desde_ultimo_contato,contatos_anteriores,resultado_campanha_anterior,assinou_deposito
59,gerencia,casado,superior,nao,1308,nao,nao,celular,30,jul,183,4,-1,0,desconhecido,nao
60,domestica,casado,fundamental,nao,726,nao,sim,celular,30,jul,94,5,-1,0,desconhecido,nao
41,desconhecido,casado,desconhecido,nao,779,nao,nao,celular,30,jul,647,10,-1,0,desconhecido,nao
32,servicos,casado,medio,nao,-31,nao,sim,telefone,30,jul,96,6,-1,0,desconhecido,nao
54,tecnico,casado,medio,nao,114,nao,nao,celular,30,jul,458,3,-1,0,desconhecido,sim
41,servicos,casado,medio,nao,1785,nao,nao,celular,30,jul,225,7,-1,0,desconhecido,nao
26,operario,solteiro,medio,nao,179,nao,nao,celular,30,jul,103,3,-1,0,desconhecido,nao
30,administrativo,solteiro,medio,nao,1223,sim,nao,celular,30,jul,112,5,-1,0,desconhecido,nao
47,operario,casado,fundamental,nao,269,sim,nao,celular,30,jul,145,5,-1,0,desconhecido,nao
42,operario,casado,medio,nao,2374,nao,nao,celular,30,jul,143,2,-1,0,desconhecido,nao
33,operario,casado,medio,nao,328,sim,nao,telefone,30,jul,216,9,-1,0,desconhecido,nao
30,tecnico,casado,superior,nao,-340,sim,sim,telefone,30,jul,156,8,-1,0,desconhecido,nao
34,gerencia,solteiro,medio,nao,356,sim,nao,celular,30,jul,52,7,-1,0,desconhecido,nao
45,tecnico,casado,medio,nao,1841,sim,nao,celular,30,jul,154,2,-1,0,desconhecido,nao
34,gerencia,casado,superior,nao,2892,sim,sim,celular,30,jul,1165,7,-1,0,desconhecido,nao
54,gerencia,solteiro,medio,nao,555,nao,sim,celular,30,jul,117,11,-1,0,desconhecido,nao
36,tecnico,divorciado,medio,nao,664,sim,sim,celular,30,jul,266,4,-1,0,desconhecido,nao
35,operario,solteiro,desconhecido,nao,217,sim,nao,celular,30,jul,107,11,-1,0,desconhecido,nao
39,servicos,casado,medio,nao,1116,sim,nao,celular,30,jul,486,2,-1,0,desconhecido,nao
53,tecnico,casado,medio,nao,6671,sim,sim,celular,30,jul,72,9,-1,0,desconhecido,nao
40,administrativo,divorciado,medio,nao,4,nao,nao,celular,30,jul,63,3,-1,0,desconhecido,nao
37,estudante,divorciado,superior,nao,0,nao,nao,telefone,30,jul,100,6,-1,0,desconhecido,nao
42,desempregado,solteiro,medio,nao,2613,sim,nao,celular,30,jul,174,6,-1,0,desconhecido,nao
25,administrativo,casado,medio,nao,242,sim,nao,celular,30,jul,62,12,-1,0,desconhecido,nao
30,servicos,casado,medio,nao,-176,sim,nao,celular,30,jul,47,31,-1,0,desconhecido,nao
32,administrativo,casado,medio,nao,167,sim,nao,celular,30,jul,103,6,-1,0,desconhecido,nao
55,operario,solteiro,medio,nao,197,nao,nao,celular,30,jul,95,6,-1,0,desconhecido,nao
58,gerencia,casado,superior,nao,591,sim,nao,celular,30,jul,233,3,-1,0,desconhecido,nao
30,servicos,solteiro,medio,nao,726,sim,sim,celular,30,jul,109,3,-1,0,desconhecido,nao
44,gerencia,casado,medio,nao,-665,nao,nao,celular,30,jul,342,3,-1,0,desconhecido,nao
27,domestica,casado,fundamental,nao,3,sim,sim,celular,30,jul,64,4,-1,0,desconhecido,nao
26,administrativo,solteiro,medio,nao,443,nao,nao,celular,30,jul,84,3,-1,0,desconhecido,nao
31,empreendedor,casado,medio,nao,1302,sim,nao,celular,30,jul,89,3,-1,0,desconhecido,nao
50,gerencia,casado,superior,nao,398,nao,nao,telefone,30,jul,1567,5,-1,0,desconhecido,nao
33,administrativo,casado,medio,nao,0,sim,nao,celular,30,jul,41,5,-1,0,desconhecido,nao
44,desconhecido,solteiro,medio,nao,2023,nao,nao,celular,30,jul,67,21,-1,0,desconhecido,nao
45,tecnico,casado,medio,nao,2922,nao,nao,celular,30,jul,153,3,-1,0,desconhecido,nao
60,domestica,casado,desconhecido,nao,15681,nao,nao,celular,30,jul,140,3,-1,0,desconhecido,nao
43,operario,casado,medio,nao,-179,sim,nao,celular,30,jul,335,6,-1,0,desconhecido,nao
55,gerencia,casado,superior,nao,33,sim,nao,celular,30,jul,246,3,-1,0,desconhecido,nao
35,desempregado,solteiro,medio,nao,0,nao,nao,celular,30,jul,740,3,-1,0,desconhecido,nao
38,gerencia,casado,superior,nao,-299,sim,nao,celular,30,jul,86,3,-1,0,desconhecido,nao
46,aposentado,casado,medio,nao,119,nao,sim,celular,30,jul,85,2,-1,0,desconhecido,nao
59,gerencia,casado,superior,nao,332,sim,sim,celular,30,jul,35,2,-1,0,desconhecido,nao
58,aposentado,divorciado,superior,nao,-1598,sim,nao,celular,30,jul,104,7,-1,0,desconhecido,nao
52,gerencia,divorciado,superior,nao,147,nao,nao,celular,30,jul,90,4,-1,0,desconhecido,nao
44,operario,divorciado,medio,nao,221,nao,nao,celular,30,jul,149,13,-1,0,desconhecido,nao
55,empreendedor,divorciado,medio,nao,1553,nao,nao,celular,30,jul,85,3,-1,0,desconhecido,nao
55,autonomo,casado,fundamental,nao,2349,nao,sim,telefone,30,jul,350,3,-1,0,desconhecido,nao
35,gerencia,casado,superior,nao,-468,sim,nao,celular,30,jul,540,8,-1,0,desconhecido,sim
30,administrativo,solteiro,medio,nao,330,nao,sim,celular,30,jul,115,5,-1,0,desconhecido,nao
42,servicos,divorciado,medio,nao,732,nao,nao,celular,30,jul,109,3,-1,0,desconhecido,nao
53,gerencia,solteiro,superior,nao,0,nao,nao,celular,30,jul,595,1,-1,0,desconhecido,nao
49,tecnico,casado,medio,nao,1712,sim,nao,celular,30,jul,155,3,-1,0,desconhecido,nao
52,gerencia,divorciado,superior,nao,0,sim,sim,celular,30,jul,278,3,-1,0,desconhecido,nao
53,operario,casado,medio,nao,285,sim,sim,telefone,30,jul,242,4,-1,0,desconhecido,nao
35,operario,casado,medio,nao,3188,sim,nao,celular,30,jul,288,3,-1,0,desconhecido,nao
54,desempregado,divorciado,medio,nao,3721,sim,nao,celular,30,jul,163,1,-1,0,desconhecido,nao
58,gerencia,casado,superior,nao,230,sim,nao,telefone,30,jul,339,10,-1,0,desconhecido,nao
60,aposentado,casado,medio,nao,194,nao,sim,celular,30,jul,61,5,-1,0,desconhecido,nao
43,tecnico,solteiro,medio,nao,34,nao,nao,telefone,30,jul,29,1,-1,0,desconhecido,nao
41,servicos,divorciado,medio,nao,97,nao,nao,celular,30,jul,244,3,-1,0,desconhecido,nao
53,aposentado,casado,fundamental,nao,0,nao,nao,celular,30,jul,123,1,-1,0,desconhecido,nao
37,gerencia,solteiro,superior,nao,2173,nao,nao,celular,30,jul,352,1,-1,0,desconhecido,nao
56,gerencia,divorciado,superior,nao,66,nao,sim,celular,30,jul,72,4,-1,0,desconhecido,nao
57,servicos,divorciado,medio,nao,4664,nao,nao,celular,30,jul,103,1,-1,0,desconhecido,nao
31,tecnico,divorciado,medio,nao,-174,nao,sim,celular,30,jul,113,10,-1,0,desconhecido,nao
57,operario,casado,fundamental,nao,133,nao,sim,celular,30,jul,173,4,-1,0,desconhecido,nao
44,autonomo,solteiro,medio,nao,0,nao,nao,celular,30,jul,187,3,-1,0,desconhecido,nao
40,administrativo,casado,medio,sim,-444,nao,sim,telefone,30,jul,168,8,-1,0,desconhecido,nao
43,domestica,casado,fundamental,nao,410,sim,sim,celular,30,jul,50,2,-1,0,desconhecido,nao
51,domestica,casado,fundamental,nao,0,sim,nao,telefone,30,jul,191,3,-1,0,desconhecido,nao
40,servicos,casado,medio,nao,251,sim,nao,celular,30,jul,153,6,-1,0,desconhecido,nao
59,gerencia,solteiro,superior,nao,1180,nao,nao,celular,30,jul,22,3,-1,0,desconhecido,nao
39,autonomo,solteiro,superior,nao,3972,nao,nao,celular,30,jul,122,3,-1,0,desconhecido,nao
35,servicos,casado,medio,nao,0,sim,nao,celular,30,jul,251,3,-1,0,desconhecido,nao
26,operario,solteiro,medio,nao,856,sim,sim,celular,30,jul,95,5,-1,0,desconhecido,nao
58,operario,casado,fundamental,nao,128,sim,nao,telefone,30,jul,49,5,-1,0,desconhecido,nao
55,gerencia,casado,superior,nao,2366,sim,sim,celular,30,jul,94,4,-1,0,desconhecido,nao
55,desempregado,casado,medio,nao,2489,nao,nao,celular,30,jul,207,1,-1,0,desconhecido,nao
53,desempregado,casado,medio,nao,2248,sim,nao,celular,30,jul,122,1,-1,0,desconhecido,nao
42,servicos,casado,desconhecido,nao,1340,nao,sim,celular,30,jul,88,5,-1,0,desconhecido,nao
44,servicos,casado,medio,nao,1326,nao,nao,celular,30,jul,96,1,-1,0,desconhecido,nao
40,autonomo,solteiro,superior,nao,819,nao,nao,celular,30,jul,100,3,-1,0,desconhecido,nao
59,aposentado,divorciado,medio,nao,679,nao,nao,celular,30,jul,761,4,-1,0,desconhecido,sim
45,tecnico,divorciado,medio,nao,167,nao,nao,celular,30,jul,97,11,-1,0,desconhecido,nao
46,desempregado,divorciado,medio,nao,0,nao,nao,celular,30,jul,638,3,-1,0,desconhecido,nao
40,operario,casado,medio,nao,384,nao,sim,celular,30,jul,142,3,-1,0,desconhecido,nao
42,empreendedor,casado,desconhecido,nao,206,sim,nao,celular,30,jul,695,2,-1,0,desconhecido,sim
45,gerencia,casado,superior,nao,1300,nao,nao,celular,30,jul,135,3,-1,0,desconhecido,nao
37,administrativo,casado,desconhecido,nao,892,sim,nao,celular,30,jul,269,17,-1,0,desconhecido,nao
57,aposentado,divorciado,medio,nao,39,sim,nao,celular,30,jul,354,3,-1,0,desconhecido,nao
48,operario,casado,medio,nao,305,nao,nao,telefone,30,jul,169,3,-1,0,desconhecido,nao
56,servicos,casado,medio,nao,5486,sim,nao,celular,30,jul,251,3,-1,0,desconhecido,nao
27,gerencia,solteiro,superior,nao,1,sim,nao,celular,30,jul,764,4,-1,0,desconhecido,sim
46,empreendedor,casado,medio,nao,4000,nao,nao,celular,30,jul,251,3,-1,0,desconhecido,nao
60,domestica,casado,fundamental,nao,921,nao,nao,telefone,30,jul,23,15,-1,0,desconhecido,nao
46,tecnico,casado,superior,nao,16,nao,nao,celular,30,jul,121,3,-1,0,desconhecido,nao
48,administrativo,casado,superior,nao,1015,nao,sim,telefone,30,jul,100,3,-1,0,desconhecido,nao
36,operario,casado,medio,nao,0,sim,nao,celular,30,jul,184,6,-1,0,desconhecido,nao
36,administrativo,casado,medio,nao,251,nao,nao,celular,30,jul,180,7,-1,0,desconhecido,nao
30,autonomo,solteiro,superior,nao,166,nao,nao,celular,30,jul,151,4,-1,0,desconhecido,nao
31,operario,casado,medio,nao,29,nao,nao,celular,30,jul,130,3,-1,0,desconhecido,nao
47,gerencia,casado,superior,nao,337,nao,nao,telefone,30,jul,300,5,-1,0,desconhecido,nao
59,gerencia,casado,superior,nao,123,sim,nao,celular,30,jul,70,6,-1,0,desconhecido,nao
30,administrativo,solteiro,medio,nao,285,sim,nao,celular,30,jul,68,11,-1,0,desconhecido,nao
29,operario,casado,medio,nao,1175,sim,sim,celular,30,jul,141,4,-1,0,desconhecido,nao
51,servicos,casado,medio,nao,-437,nao,sim,celular,30,jul,130,3,-1,0,desconhecido,nao
53,gerencia,divorciado,superior,sim,0,sim,sim,celular,30,jul,75,5,-1,0,desconhecido,nao
45,gerencia,casado,superior,nao,81,nao,sim,celular,30,jul,61,3,-1,0,desconhecido,nao
58,tecnico,casado,medio,nao,86,nao,nao,celular,30,jul,95,3,-1,0,desconhecido,nao
56,desempregado,divorciado,superior,nao,0,sim,nao,celular,30,jul,1259,6,-1,0,desconhecido,nao
27,tecnico,solteiro,medio,nao,489,sim,nao,celular,30,jul,356,4,-1,0,desconhecido,sim
34,administrativo,casado,fundamental,nao,412,sim,nao,celular,30,jul,134,2,-1,0,desconhecido,nao
25,operario,casado,medio,nao,-288,nao,sim,celular,30,jul,311,4,-1,0,desconhecido,nao
49,administrativo,divorciado,medio,nao,769,nao,nao,celular,30,jul,157,4,-1,0,desconhecido,nao
27,domestica,solteiro,medio,sim,-319,nao,sim,celular,30,jul,89,2,-1,0,desconhecido,nao
46,gerencia,casado,superior,nao,37,sim,nao,celular,30,jul,239,4,-1,0,desconhecido,nao
36,domestica,casado,fundamental,nao,78,sim,nao,telefone,30,jul,2692,9,-1,0,desconhecido,sim
30,gerencia,solteiro,medio,nao,-62,nao,sim,celular,30,jul,117,17,-1,0,desconhecido,nao
56,tecnico,divorciado,desconhecido,nao,1939,sim,nao,celular,30,jul,121,3,-1,0,desconhecido,nao
59,domestica,divorciado,fundamental,nao,2518,nao,nao,celular,30,jul,675,3,-1,0,desconhecido,sim
38,tecnico,solteiro,desconhecido,nao,1923,nao,nao,celular,30,jul,331,4,-1,0,desconhecido,nao
43,administrativo,casado,medio,nao,2682,nao,nao,celular,30,jul,103,8,-1,0,desconhecido,nao
39,gerencia,casado,superior,nao,346,nao,nao,celular,30,jul,230,3,-1,0,desconhecido,nao
48,autonomo,casado,superior,nao,0,nao,nao,celular,30,jul,100,5,-1,0,desconhecido,nao
27,servicos,divorciado,medio,nao,397,nao,sim,celular,30,jul,192,3,-1,0,desconhecido,nao
43,operario,solteiro,fundamental,nao,2,sim,nao,celular,30,jul,783,3,-1,0,desconhecido,nao
34,tecnico,solteiro,superior,nao,184,sim,nao,celular,30,jul,87,3,-1,0,desconhecido,nao
44,servicos,casado,medio,nao,972,sim,nao,celular,30,jul,294,3,-1,0,desconhecido,nao
40,gerencia,solteiro,superior,nao,89,sim,nao,celular,30,jul,96,6,-1,0,desconhecido,nao
41,administrativo,casado,medio,nao,1705,nao,nao,celular,30,jul,92,3,-1,0,desconhecido,nao
36,servicos,casado,medio,nao,0,sim,nao,celular,30,jul,54,12,-1,0,desconhecido,nao
36,servicos,casado,medio,nao,-11,sim,nao,celular,30,jul,172,28,-1,0,desconhecido,nao
39,tecnico,casado,superior,nao,-1099,sim,nao,celular,30,jul,56,9,-1,0,desconhecido,nao
30,gerencia,solteiro,superior,sim,35,nao,nao,celular,30,jul,185,4,-1,0,desconhecido,nao
59,gerencia,divorciado,superior,nao,0,nao,nao,telefone,30,jul,196,3,-1,0,desconhecido,nao
25,administrativo,solteiro,medio,nao,230,nao,nao,telefone,30,jul,394,14,-1,0,desconhecido,nao
51,domestica,casado,fundamental,nao,1337,nao,nao,telefone,30,jul,74,6,-1,0,desconhecido,nao
43,administrativo,casado,medio,nao,378,nao,nao,celular,30,jul,782,8,-1,0,desconhecido,sim
53,operario,casado,medio,nao,2047,nao,nao,telefone,30,jul,342,6,-1,0,desconhecido,nao
33,gerencia,divorciado,medio,nao,321,nao,sim,celular,30,jul,151,10,-1,0,desconhecido,nao
48,domestica,casado,fundamental,nao,283,sim,nao,telefone,30,jul,383,7,-1,0,desconhecido,nao
52,gerencia,casado,medio,nao,0,nao,nao,celular,30,jul,249,3,-1,0,desconhecido,nao
54,tecnico,solteiro,medio,nao,23,nao,nao,celular,30,jul,93,4,-1,0,desconhecido,nao
40,gerencia,casado,superior,nao,423,sim,nao,celular,30,jul,134,24,-1,0,desconhecido,nao
59,operario,casado,fundamental,nao,-209,nao,nao,telefone,30,jul,215,3,-1,0,desconhecido,nao
37,administrativo,solteiro,superior,nao,869,nao,nao,celular,30,jul,60,8,-1,0,desconhecido,nao
49,operario,casado,medio,nao,395,nao,sim,celular,30,jul,188,3,-1,0,desconhecido,nao
30,gerencia,casado,superior,nao,160,sim,nao,celular,30,jul,83,4,-1,0,desconhecido,nao
39,operario,casado,medio,nao,8,nao,nao,celular,30,jul,88,3,-1,0,desconhecido,nao
35,desempregado,casado,desconhecido,nao,144,nao,nao,celular,30,jul,187,3,-1,0,desconhecido,nao
29,operario,casado,fundamental,nao,630,sim,nao,celular,30,jul,219,5,-1,0,desconhecido,nao
44,autonomo,casado,desconhecido,nao,680,sim,nao,telefone,30,jul,84,4,-1,0,desconhecido,nao
44,servicos,casado,medio,nao,742,nao,nao,telefone,30,jul,77,5,-1,0,desconhecido,nao
26,servicos,casado,medio,sim,13,sim,sim,celular,30,jul,21,25,-1,0,desconhecido,nao
26,autonomo,solteiro,superior,nao,50,nao,nao,celular,30,jul,160,4,-1,0,desconhecido,nao
33,gerencia,casado,superior,nao,89,sim,nao,celular,30,jul,61,4,-1,0,desconhecido,nao
55,aposentado,casado,medio,nao,4194,nao,sim,telefone,30,jul,208,3,-1,0,desconhecido,nao
40,gerencia,solteiro,medio,nao,900,sim,nao,celular,30,jul,84,2,-1,0,desconhecido,nao
29,administrativo,solteiro,medio,nao,345,sim,sim,celular,30,jul,98,13,-1,0,desconhecido,nao
39,tecnico,solteiro,medio,nao,391,nao,sim,celular,30,jul,962,4,-1,0,desconhecido,sim
35,tecnico,casado,medio,sim,-1322,sim,nao,celular,30,jul,105,11,-1,0,desconhecido,nao
56,desempregado,casado,desconhecido,nao,846,sim,nao,telefone,30,jul,213,7,-1,0,desconhecido,nao
44,operario,casado,medio,nao,5414,nao,nao,celular,30,jul,166,4,-1,0,desconhecido,nao
51,servicos,casado,medio,nao,393,sim,sim,celular,30,jul,111,8,-1,0,desconhecido,nao
33,desempregado,casado,medio,nao,-144,nao,nao,celular,30,jul,481,3,-1,0,desconhecido,sim
44,servicos,casado,medio,nao,3536,nao,nao,celular,31,jul,106,6,-1,0,desconhecido,nao
41,operario,casado,fundamental,nao,1500,sim,nao,celular,31,jul,101,6,-1,0,desconhecido,nao
40,servicos,divorciado,medio,nao,694,sim,nao,celular,31,jul,75,14,-1,0,desconhecido,nao
30,administrativo,solteiro,medio,nao,394,sim,sim,celular,31,jul,75,3,-1,0,desconhecido,nao
34,administrativo,casado,medio,nao,244,sim,nao,celular,31,jul,56,4,-1,0,desconhecido,nao
57,operario,divorciado,medio,nao,644,nao,sim,celular,31,jul,263,4,-1,0,desconhecido,nao
50,tecnico,casado,superior,nao,3337,sim,sim,telefone,31,jul,24,14,-1,0,desconhecido,nao
43,administrativo,casado,medio,nao,0,nao,nao,celular,31,jul,408,8,-1,0,desconhecido,nao
35,gerencia,casado,superior,nao,11,nao,nao,celular,31,jul,22,19,-1,0,desconhecido,nao
27,servicos,solteiro,medio,nao,0,sim,nao,celular,31,jul,35,6,-1,0,desconhecido,nao
30,administrativo,casado,medio,nao,116,sim,nao,celular,31,jul,15,19,-1,0,desconhecido,nao
39,administrativo,casado,medio,nao,70,sim,nao,celular,31,jul,13,11,-1,0,desconhecido,nao
56,gerencia,casado,superior,nao,25290,nao,nao,celular,31,jul,81,12,-1,0,desconhecido,nao
54,gerencia,casado,superior,nao,1938,sim,nao,telefone,31,jul,81,7,-1,0,desconhecido,nao
44,gerencia,solteiro,superior,nao,670,sim,nao,celular,31,jul,435,6,-1,0,desconhecido,nao
53,empreendedor,casado,superior,nao,17410,nao,nao,celular,31,jul,59,6,-1,0,desconhecido,nao
45,operario,casado,medio,nao,726,sim,nao,celular,31,jul,175,6,-1,0,desconhecido,nao
41,servicos,casado,desconhecido,nao,5980,sim,nao,celular,31,jul,150,3,-1,0,desconhecido,nao
46,tecnico,casado,medio,nao,5681,nao,nao,telefone,31,jul,43,5,-1,0,desconhecido,nao
59,gerencia,divorciado,superior,nao,0,sim,nao,celular,31,jul,52,8,-1,0,desconhecido,nao
56,gerencia,casado,medio,nao,208,nao,sim,telefone,31,jul,84,6,-1,0,desconhecido,nao
45,gerencia,divorciado,medio,nao,51,sim,nao,celular,31,jul,67,8,-1,0,desconhecido,nao
58,gerencia,casado,superior,nao,0,nao,nao,celular,31,jul,85,4,-1,0,desconhecido,nao
38,desempregado,casado,fundamental,nao,311,nao,nao,telefone,31,jul,80,11,-1,0,desconhecido,nao
34,gerencia,casado,superior,nao,82,nao,nao,celular,31,jul,134,5,-1,0,desconhecido,nao
43,administrativo,casado,medio,nao,1996,nao,sim,celular,31,jul,34,3,-1,0,desconhecido,nao
46,gerencia,casado,medio,nao,1114,nao,nao,celular,31,jul,87,8,-1,0,desconhecido,nao
48,gerencia,casado,superior,nao,10347,sim,nao,celular,31,jul,153,6,-1,0,desconhecido,nao
54,servicos,casado,medio,nao,2061,sim,nao,telefone,31,jul,301,7,-1,0,desconhecido,nao
59,operario,casado,fundamental,nao,80,sim,nao,telefone,31,jul,46,21,-1,0,desconhecido,nao
59,aposentado,casado,desconhecido,nao,201,nao,nao,celular,31,jul,69,7,-1,0,desconhecido,nao
41,gerencia,solteiro,medio,nao,1138,nao,nao,celular,31,jul,283,18,-1,0,desconhecido,nao
38,tecnico,casado,medio,sim,0,nao,sim,celular,31,jul,44,28,-1,0,desconhecido,nao
41,tecnico,solteiro,medio,nao,3023,nao,nao,celular,31,jul,616,3,-1,0,desconhecido,nao
46,administrativo,casado,medio,nao,526,nao,sim,celular,31,jul,251,3,-1,0,desconhecido,nao
59,operario,divorciado,fundamental,nao,4399,sim,nao,telefone,31,jul,69,8,-1,0,desconhecido,nao
48,operario,casado,fundamental,nao,816,sim,nao,celular,31,jul,114,7,-1,0,desconhecido,nao
44,servicos,casado,medio,nao,0,nao,nao,celular,31,jul,160,5,-1,0,desconhecido,nao
43,administrativo,casado,medio,nao,352,nao,sim,celular,31,jul,165,4,-1,0,desconhecido,nao
27,tecnico,solteiro,medio,nao,0,nao,nao,celular,31,jul,13,3,-1,0,desconhecido,nao
42,autonomo,casado,superior,nao,0,sim,nao,telefone,31,jul,650,19,-1,0,desconhecido,nao
37,operario,casado,medio,nao,417,nao,nao,celular,31,jul,1212,5,-1,0,desconhecido,nao
49,aposentado,divorciado,medio,nao,224,nao,sim,celular,31,jul,79,4,-1,0,desconhecido,nao
53,aposentado,casado,fundamental,nao,118,nao,nao,telefone,31,jul,176,5,-1,0,desconhecido,nao
37,administrativo,solteiro,medio,nao,483,nao,nao,celular,31,jul,11,11,-1,0,desconhecido,nao
35,tecnico,solteiro,medio,nao,161,sim,sim,celular,31,jul,175,4,-1,0,desconhecido,nao
38,administrativo,casado,superior,nao,1209,nao,nao,celular,31,jul,98,5,-1,0,desconhecido,nao
47,empreendedor,casado,medio,nao,404,nao,nao,telefone,31,jul,125,7,-1,0,desconhecido,nao
30,gerencia,solteiro,superior,nao,47,nao,sim,celular,31,jul,11,17,-1,0,desconhecido,nao
58,operario,casado,fundamental,nao,0,sim,nao,celular,31,jul,5,25,-1,0,desconhecido,nao
33,empreendedor,casado,superior,nao,1636,nao,nao,celular,31,jul,8,25,-1,0,desconhecido,nao
45,gerencia,casado,superior,nao,385,nao,sim,celular,31,jul,12,16,-1,0,desconhecido,nao
36,autonomo,solteiro,superior,nao,1240,nao,nao,celular,31,jul,812,3,-1,0,desconhecido,sim
35,tecnico,solteiro,superior,nao,6763,nao,nao,telefone,31,jul,23,4,-1,0,desconhecido,nao
28,gerencia,solteiro,superior,nao,1837,sim,nao,telefone,31,jul,49,3,-1,0,desconhecido,nao
42,administrativo,casado,medio,nao,3842,nao,nao,celular,31,jul,130,4,-1,0,desconhecido,nao
46,administrativo,solteiro,medio,nao,272,nao,nao,celular,31,jul,149,4,-1,0,desconhecido,nao
41,gerencia,solteiro,superior,nao,0,nao,nao,celular,31,jul,24,4,-1,0,desconhecido,nao
34,tecnico,solteiro,superior,nao,-554,sim,sim,celular,31,jul,68,3,-1,0,desconhecido,nao
45,operario,casado,fundamental,nao,-60,nao,nao,celular,31,jul,110,4,-1,0,desconhecido,nao
46,gerencia,casado,superior,nao,1139,nao,nao,celular,31,jul,466,4,-1,0,desconhecido,nao
51,operario,casado,fundamental,nao,63,sim,sim,celular,31,jul,87,4,-1,0,desconhecido,nao
45,administrativo,casado,medio,nao,194,nao,nao,celular,31,jul,517,4,-1,0,desconhecido,nao
23,domestica,casado,superior,nao,1226,nao,nao,celular,31,jul,350,4,-1,0,desconhecido,nao
47,gerencia,casado,desconhecido,nao,4567,nao,nao,telefone,31,jul,921,4,-1,0,desconhecido,nao
48,aposentado,casado,fundamental,nao,1591,nao,nao,celular,31,jul,217,4,-1,0,desconhecido,nao
35,operario,divorciado,fundamental,nao,1792,sim,nao,celular,31,jul,630,6,-1,0,desconhecido,sim
50,desempregado,divorciado,superior,nao,64,nao,nao,celular,31,jul,81,6,-1,0,desconhecido,nao
37,gerencia,casado,desconhecido,sim,62,sim,nao,celular,31,jul,85,4,-1,0,desconhecido,nao
40,administrativo,solteiro,medio,nao,816,nao,nao,celular,31,jul,114,8,-1,0,desconhecido,nao
35,servicos,casado,medio,nao,1694,nao,sim,celular,31,jul,55,6,-1,0,desconhecido,nao
50,operario,casado,medio,nao,37,sim,sim,celular,31,jul,28,2,-1,0,desconhecido,nao
53,operario,casado,fundamental,nao,880,nao,nao,celular,31,jul,207,4,-1,0,desconhecido,nao
37,empreendedor,casado,fundamental,nao,62,nao,nao,celular,31,jul,404,2,-1,0,desconhecido,nao
39,servicos,divorciado,medio,nao,42,nao,nao,celular,31,jul,75,2,-1,0,desconhecido,nao
50,operario,casado,desconhecido,nao,2284,sim,nao,telefone,31,jul,1088,17,-1,0,desconhecido,sim
55,tecnico,casado,medio,nao,264,sim,sim,celular,31,jul,1150,5,-1,0,desconhecido,sim
56,tecnico,casado,desconhecido,nao,689,nao,nao,celular,31,jul,232,2,-1,0,desconhecido,nao
57,gerencia,casado,superior,nao,179,nao,nao,celular,31,jul,190,2,-1,0,desconhecido,nao
52,operario,solteiro,medio,nao,-477,nao,nao,celular,31,jul,37,4,-1,0,desconhecido,nao
37,tecnico,casado,medio,nao,703,nao,nao,celular,31,jul,92,2,-1,0,desconhecido,nao
31,administrativo,casado,medio,nao,377,nao,nao,celular,31,jul,384,4,-1,0,desconhecido,nao
50,tecnico,casado,medio,nao,1518,nao,sim,celular,31,jul,321,2,-1,0,desconhecido,nao
36,gerencia,casado,superior,nao,-381,sim,nao,celular,31,jul,30,29,-1,0,desconhecido,nao
37,tecnico,casado,superior,nao,7,sim,sim,celular,31,jul,18,10,-1,0,desconhecido,nao
47,operario,casado,medio,nao,1968,sim,nao,celular,31,jul,394,2,-1,0,desconhecido,nao
42,administrativo,solteiro,superior,nao,634,nao,nao,celular,31,jul,451,2,-1,0,desconhecido,nao
53,empreendedor,casado,desconhecido,nao,28,nao,nao,celular,31,jul,117,2,-1,0,desconhecido,nao
46,operario,casado,medio,nao,870,nao,sim,celular,31,jul,87,2,-1,0,desconhecido,nao
41,operario,casado,medio,nao,750,sim,nao,celular,31,jul,207,2,-1,0,desconhecido,nao
40,empreendedor,divorciado,superior,nao,992,sim,nao,celular,31,jul,196,2,-1,0,desconhecido,nao
44,tecnico,divorciado,fundamental,nao,538,nao,nao,celular,31,jul,196,2,-1,0,desconhecido,nao
37,tecnico,casado,medio,nao,1063,sim,nao,celular,31,jul,413,2,-1,0,desconhecido,nao
37,operario,casado,fundamental,nao,153,nao,sim,celular,31,jul,15,26,-1,0,desconhecido,nao
39,servicos,casado,medio,nao,124,sim,nao,celular,31,jul,81,5,-1,0,desconhecido,nao
41,tecnico,casado,medio,nao,799,nao,nao,celular,31,jul,125,6,-1,0,desconhecido,nao
42,gerencia,casado,superior,nao,4617,sim,nao,celular,31,jul,543,2,-1,0,desconhecido,nao
33,autonomo,casado,medio,nao,0,sim,nao,celular,31,jul,14,23,-1,0,desconhecido,nao
55,domestica,divorciado,desconhecido,nao,603,nao,nao,telefone,31,jul,91,2,-1,0,desconhecido,nao
32,empreendedor,solteiro,fundamental,nao,1770,nao,sim,celular,31,jul,70,6,-1,0,desconhecido,nao
48,operario,casado,medio,nao,-404,sim,nao,celular,31,jul,130,3,-1,0,desconhecido,nao
35,servicos,casado,fundamental,nao,14,nao,sim,celular,31,jul,151,8,-1,0,desconhecido,nao
25,operario,casado,medio,nao,2307,sim,nao,celular,31,jul,104,5,-1,0,desconhecido,nao
