DATA_REGISTRO,PROCEDIMENTO,TIPO_PROPRIEDADE,BAIRRO,SUBTIPO_IMOVEL,VALOR_TRANSACAO,AREA_UTIL_M2,QUARTOS,METRO_MAIS_PROXIMO,SHOPPING_MAIS_PROXIMO,PONTO_REFERENCIA_MAIS_PROXIMO,PROJETO,PRECO_POR_M2,CATEGORIA_TAMANHO,FAIXA_DE_VALOR
2026-02-09,Venda,Propriedade Plena (Freehold),BURJ KHALIFA,Apartamento,1580000.0,82.58,1 Quarto(s),Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,MADA RESIDENCES TOWER,19132.96,Médio,Alto Padrão
2026-02-09,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,930000.0,59.46,1 Quarto(s),Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,Binghatti Crest,15640.77,Médio,Mercado Médio
2026-02-09,Venda,Propriedade Plena (Freehold),DUBAI MARINA,Apartamento,2150011.0,70.45,1 Quarto(s),Jumeirah Beach Residency,Marina Mall,Sports City Swimming Academy,MARINA STAR,30518.25,Médio,Alto Padrão
2026-02-09,Venda,Propriedade Plena (Freehold),INTERNATIONAL CITY PH 1,Shop,710000.0,66.0,,Rashidiya Metro Station,City Centre Mirdif,Dubai International Airport,,10757.58,Médio,Mercado Médio
2026-02-09,Venda,Propriedade Plena (Freehold),MEYDAN ONE,Apartamento,910000.0,45.0,1 Quarto(s),Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,Azizi Riviera 47,20222.22,Compacto,Mercado Médio
2026-02-10,Venda,Propriedade Plena (Freehold),ARJAN,Apartamento,1170000.0,87.39,2 Quarto(s),Sharaf Dg Metro Station,Mall of the Emirates,Motor City,Resortz Residence,13388.26,Médio,Mercado Médio
2026-02-09,Venda,Propriedade Plena (Freehold),DUBAI HARBOUR,Apartamento,3800000.0,129.55,2 Quarto(s),,,,SUNRISE BAY,29332.3,Premium,Ultra-Premium
2026-01-07,Venda,Propriedade Plena (Freehold),INTERNATIONAL CITY PH 1,Apartamento,300000.0,45.0,Studio,Rashidiya Metro Station,City Centre Mirdif,,,6666.67,Compacto,Entrada
2026-02-09,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,1350000.0,83.66,1 Quarto(s),Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,Westwood Grande by Imtiaz,16136.74,Médio,Mercado Médio
2026-02-09,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,414000.0,35.69,Studio,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,KNIGHT BRIDGE COURT & KENSNGTON MANOR,11599.89,Compacto,Entrada
2026-02-09,Venda,Propriedade Plena (Freehold),JUMEIRAH BEACH RESIDENCE,Apartamento,7900000.0,183.26,2 Quarto(s),Jumeirah Beach Residency,Marina Mall,Burj Al Arab,Jumeirah Gate,43108.15,Premium,Ultra-Premium
2026-02-09,Venda,Propriedade Plena (Freehold),DUBAI CREEK HARBOUR,Apartamento,4150000.0,152.67,3 Quarto(s),Creek Metro Station,City Centre Mirdif,Dubai International Airport,Island Park I,27182.81,Premium,Ultra-Premium
2026-02-09,Venda,Propriedade Plena (Freehold),JUMEIRAH BEACH RESIDENCE,Apartamento,13000000.0,283.06,4 Quarto(s),Jumeirah Beach Resdency,Marina Mall,Burj Al Arab,La Vie,45926.66,Premium,Ultra-Premium
2026-02-09,Venda,Propriedade Plena (Freehold),ARJAN,Apartamento,1580000.0,112.65,2 Quarto(s),Sharaf Dg Metro Station,Mall of the Emirates,Motor City,Divine Living,14025.74,Spacious,Alto Padrão
2026-01-07,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,650000.0,36.64,Studio,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,BLOOM HEIGHTS,17740.17,Compacto,Mercado Médio
2026-02-09,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,900000.0,68.56,1 Quarto(s),Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,,13127.19,Médio,Mercado Médio
2026-02-09,Venda,Propriedade Plena (Freehold),AL FURJAN,Apartamento,1600000.0,126.38,2 Quarto(s),Ibn Battuta Metro Station,Ibn-e-Battuta Mall,Sports City Swimming Academy,,12660.23,Premium,Alto Padrão
2026-02-09,Venda,Propriedade Plena (Freehold),ARJAN,Apartamento,710000.0,38.28,Studio,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,Prime Gardens,18547.54,Compacto,Mercado Médio
2026-02-09,Venda,Propriedade Plena (Freehold),TOWN SQUARE,Apartamento,1400000.0,87.6,2 Quarto(s),,,Dubai Cycling Course,TOWN SQUARE JENNA AND WARDA,15981.74,Médio,Mercado Médio
2026-01-12,Venda,Propriedade Plena (Freehold),MOTOR CITY,Apartamento,814756.0,72.43,1 Quarto(s),Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,,11248.87,Médio,Mercado Médio
2026-02-10,Venda,Propriedade Plena (Freehold),BUSINESS BAY,Apartamento,1738000.0,106.59,2 Quarto(s),Business Bay Metro Station,Dubai Mall,Downtown Dubai,Bayz Tower,16305.47,Spacious,Alto Padrão
2026-02-09,Venda,Propriedade Plena (Freehold),BUSINESS BAY,Apartamento,1530000.0,59.6,1 Quarto(s),Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,15 Northside,25671.14,Médio,Alto Padrão
2026-02-09,Venda,Propriedade Plena (Freehold),JUMEIRAH BEACH RESIDENCE,Apartamento,4927429.0,248.41,4 Quarto(s),Jumeirah Beach Residency,Marina Mall,Burj Al Arab,,19835.87,Premium,Ultra-Premium
2026-02-09,Venda,Propriedade Plena (Freehold),DUBAI MARINA,Apartamento,4500000.0,280.8,4 Quarto(s),Mina Seyahi,Marina Mall,Burj Al Arab,,16025.64,Premium,Ultra-Premium
2026-01-07,Venda,Propriedade Plena (Freehold),Wadi Al Safa 7,Apartamento,505000.0,43.78,Studio,,,,RUKAN,11534.95,Compacto,Entrada
2026-02-09,Venda,Propriedade Plena (Freehold),SOBHA HEARTLAND,Apartamento,2743640.0,118.19,2 Quarto(s),,,,Sobha Hartland - The Crest,23213.81,Spacious,Alto Padrão
2026-02-09,Venda,Propriedade Plena (Freehold),BURJ KHALIFA,Hotel Apartment,6450000.0,186.93,3 Quarto(s),Business Bay Metro Station,Dubai Mall,Downtown Dubai,VIDA RESIDENCE DOWNTOWN DUBAI,34504.89,Premium,Ultra-Premium
2026-02-09,Venda,Propriedade Plena (Freehold),DUBAI HEALTHCARE CITY - PHASE 2,Apartamento,1300000.0,83.22,2 Quarto(s),Healthcare City Metro Station,Dubai Mall,Downtown Dubai,Binghatti Avenue,15621.24,Médio,Mercado Médio
2026-02-11,Venda,Propriedade Plena (Freehold),ARJAN,Apartamento,1000000.0,79.71,1 Quarto(s),Sharaf Dg Metro Station,Mall of the Emirates,Motor City,SIRAJ TOWER,12545.48,Médio,Mercado Médio
2026-01-07,Venda,Propriedade Plena (Freehold),TOWN SQUARE,Apartamento,1300000.0,87.23,2 Quarto(s),,,Dubai Cycling Course,TOWN SQUARE JENNA AND WARDA,14903.13,Médio,Mercado Médio
2026-02-09,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,700000.0,58.57,1 Quarto(s),Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,,11951.51,Médio,Mercado Médio
2026-02-09,Venda,Propriedade Plena (Freehold),ARJAN,Apartamento,450000.0,53.25,Studio,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,LINCOLN PARK (SHEFFIELD),8450.7,Médio,Entrada
2026-02-09,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,1010000.0,57.64,1 Quarto(s),Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,Binghatti Tulip,17522.55,Médio,Mercado Médio
2026-01-07,Venda,Propriedade Plena (Freehold),BURJ KHALIFA,Apartamento,4500000.0,111.99,2 Quarto(s),Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,Vida Dubai Mall,40182.16,Spacious,Ultra-Premium
2026-02-09,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,925000.0,60.06,1 Quarto(s),Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,Binghatti Gardenia,15401.27,Médio,Mercado Médio
2026-02-09,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,600000.0,45.62,Studio,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,THE SQUARE,13152.13,Compacto,Entrada
2026-01-07,Venda,Propriedade Plena (Freehold),DUBAI CREEK HARBOUR,Apartamento,3300000.0,144.84,3 Quarto(s),Creek Metro Station,City Centre Mirdif,Dubai International Airport,Creek Beach - Orchid,22783.76,Premium,Alto Padrão
2026-02-09,Venda,Propriedade Plena (Freehold),LIWAN,Apartamento,790000.0,103.55,2 Quarto(s),,,IMG World Adventures,QPOINT LIWAN-PLOT R069,7629.16,Spacious,Mercado Médio
2026-01-07,Venda,Propriedade Plena (Freehold),BUSINESS BAY,Office,2650000.0,149.85,,Business Bay Metro Station,Dubai Mall,Downtown Dubai,REGAL TOWER,17684.35,Premium,Alto Padrão
2026-02-09,Venda,Propriedade Plena (Freehold),DUBAI MARINA,Apartamento,950000.0,37.57,Studio,Marina Mall Metro Station,Marina Mall,Burj Al Arab,,25286.13,Compacto,Mercado Médio
2026-02-09,Venda,Propriedade Plena (Freehold),BURJ KHALIFA,Apartamento,5200000.0,151.34,2 Quarto(s),Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,,34359.72,Premium,Ultra-Premium
2026-02-09,Venda,Propriedade Plena (Freehold),BUSINESS BAY,Office,2500000.0,86.55,Office,Business Bay Metro Station,Dubai Mall,Downtown Dubai,AL MANARA,28885.04,Médio,Alto Padrão
2026-01-02,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,900000.0,62.96,1 Quarto(s),Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,Binghatti Amber,14294.79,Médio,Mercado Médio
2026-01-08,Venda,Propriedade Plena (Freehold),MEYDAN ONE,Apartamento,700000.0,32.61,Studio,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,Azizi Riviera 20,21465.81,Compacto,Mercado Médio
2026-02-09,Venda,Propriedade Plena (Freehold),DUBAI SOUTH,Apartamento,687118.0,61.38,1 Quarto(s),,,Expo 2020 Site,,11194.49,Médio,Mercado Médio
2026-02-09,Venda,Propriedade Plena (Freehold),DUBAI HEALTHCARE CITY - PHASE 2,Apartamento,1040000.0,65.59,1 Quarto(s),Healthcare City Metro Station,Dubai Mall,Downtown Dubai,Binghatti Avenue,15856.08,Médio,Mercado Médio
2026-02-09,Venda,Propriedade Plena (Freehold),JUMEIRAH LAKES TOWERS,Apartamento,750000.0,83.66,1 Quarto(s),Jumeirah Lakes Towers,Marina Mall,Sports City Swimming Academy,,8964.86,Médio,Mercado Médio
2026-01-07,Venda,Propriedade Plena (Freehold),BURJ KHALIFA,Apartamento,2500000.0,125.23,2 Quarto(s),Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,BURJ VIEWS,19963.27,Premium,Alto Padrão
2026-01-07,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,2100000.0,115.01,2 Quarto(s),Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,H Three By Aurora,18259.28,Spacious,Alto Padrão
2026-02-10,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,800000.0,76.22,1 Quarto(s),Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,Laya Mansion,10495.93,Médio,Mercado Médio
2026-02-09,Venda,Propriedade Plena (Freehold),DUBAI STUDIO CITY,Apartamento,670000.0,34.27,Studio,Sharaf Dg Metro Station,,Motor City,LAYA HEIGHTS,19550.63,Compacto,Mercado Médio
2026-02-09,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,900000.0,75.73,1 Quarto(s),Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,Binghatti Luna,11884.33,Médio,Mercado Médio
2026-01-07,Venda,Propriedade Plena (Freehold),JUMEIRAH LAKES TOWERS,Apartamento,1500000.0,91.1,1 Quarto(s),Jumeirah Lakes Towers,Marina Mall,Sports City Swimming Academy,LAGUNA TOWER,16465.42,Spacious,Alto Padrão
2026-02-09,Venda,Propriedade Plena (Freehold),PALM JUMEIRAH,Hotel Rooms,903531.0,33.01,Studio,Palm Jumeirah,Marina Mall,Burj Al Arab,Seven Hotel and Apartments The Palm,27371.43,Compacto,Mercado Médio
2026-01-07,Venda,Propriedade Plena (Freehold),DISCOVERY GARDENS,Apartamento,800000.0,89.0,1 Quarto(s),Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,,8988.76,Spacious,Mercado Médio
2026-02-09,Venda,Propriedade Plena (Freehold),BUSINESS BAY,Office,1611406.0,108.09,Office,Business Bay Metro Station,Dubai Mall,Downtown Dubai,SILVER TOWER,14908.0,Spacious,Alto Padrão
2026-02-09,Venda,Propriedade Plena (Freehold),BUSINESS BAY,Office,1423711.0,95.5,Office,Business Bay Metro Station,Dubai Mall,Downtown Dubai,SILVER TOWER,14907.97,Spacious,Mercado Médio
2026-02-09,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,510000.0,49.72,Studio,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,ASTORIA RESIDNECE,10257.44,Médio,Entrada
2026-02-09,Venda,Propriedade Plena (Freehold),BUSINESS BAY,Office,1338298.0,89.77,Office,Business Bay Metro Station,Dubai Mall,Downtown Dubai,SILVER TOWER,14908.08,Spacious,Mercado Médio
2026-01-12,Venda,Propriedade Plena (Freehold),MOTOR CITY,Apartamento,1341027.0,109.28,2 Quarto(s),Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,,12271.48,Spacious,Mercado Médio
2026-02-09,Venda,Propriedade Plena (Freehold),BUSINESS BAY,Office,1267483.0,85.02,Office,Business Bay Metro Station,Dubai Mall,Downtown Dubai,SILVER TOWER,14908.06,Médio,Mercado Médio
2026-02-09,Venda,Propriedade Plena (Freehold),BUSINESS BAY,Office,1420885.0,95.31,Office,Business Bay Metro Station,Dubai Mall,Downtown Dubai,SILVER TOWER,14908.04,Spacious,Mercado Médio
2026-02-09,Venda,Propriedade Plena (Freehold),BUSINESS BAY,Office,1500786.0,100.67,Office,Business Bay Metro Station,Dubai Mall,Downtown Dubai,SILVER TOWER,14907.98,Spacious,Alto Padrão
2026-01-07,Venda,Propriedade Plena (Freehold),DUBAI HILLS,Apartamento,112016.85,59.95,1 Quarto(s),First Abu Dhabi Bank Metro Station,Mall of the Emirates,Burj Al Arab,PARK HEIGHTS II,1868.5,Médio,Entrada
2026-02-09,Venda,Propriedade Plena (Freehold),SOBHA HEARTLAND,Apartamento,1220000.0,47.78,1 Quarto(s),Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,Sobha Hartland Waves,25533.7,Médio,Mercado Médio
2026-02-09,Venda,Propriedade Plena (Freehold),BUSINESS BAY,Office,1562058.0,104.78,Office,Business Bay Metro Station,Dubai Mall,Downtown Dubai,SILVER TOWER,14907.98,Spacious,Alto Padrão
2026-02-09,Venda,Propriedade Plena (Freehold),BUSINESS BAY,Office,1329503.0,89.18,Office,Business Bay Metro Station,Dubai Mall,Downtown Dubai,SILVER TOWER,14908.08,Spacious,Mercado Médio
2026-01-07,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,69273.06,82.11,1 Quarto(s),Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,EATON PLACE,843.66,Médio,Entrada
2026-02-09,Venda,Propriedade Plena (Freehold),DUBAI CREEK HARBOUR,Apartamento,1740000.0,66.55,1 Quarto(s),Creek Metro Station,City Centre Mirdif,Dubai International Airport,Creek Beach - Summer,26145.76,Médio,Alto Padrão
2026-02-09,Venda,Propriedade Plena (Freehold),DOWN TOWN JABAL ALI,Apartamento,530000.0,32.59,Studio,UAE Exchange Metro Station,Ibn-e-Battuta Mall,Expo 2020 Site,Alexis Tower,16262.66,Compacto,Entrada
2026-02-10,Venda,Propriedade Plena (Freehold),DUBAI SOUTH,Apartamento,673241.0,61.32,1 Quarto(s),,,Expo 2020 Site,,10979.14,Médio,Mercado Médio
2026-02-09,Venda,Propriedade Plena (Freehold),MEYDAN ONE,Apartamento,350000.0,33.27,Studio,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,Azizi Riviera 28,10519.99,Compacto,Entrada
2026-02-09,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,480000.0,45.8,Studio,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,TUSCAN RESIDENCES1 - AREZZO,10480.35,Compacto,Entrada
2026-02-09,Venda,Propriedade Plena (Freehold),BUSINESS BAY,Hotel Apartment,980000.0,62.49,1 Quarto(s),Business Bay Metro Station,Dubai Mall,Downtown Dubai,AYKON CITY,15682.51,Médio,Mercado Médio
2026-02-09,Venda,Propriedade Plena (Freehold),DUBAI CREEK HARBOUR,Apartamento,1670000.0,61.68,1 Quarto(s),Creek Metro Station,City Centre Mirdif,Dubai International Airport,CREEK CRESCENT,27075.23,Médio,Alto Padrão
2026-01-02,Venda,Propriedade Plena (Freehold),TOWN SQUARE,Apartamento,655000.0,53.79,1 Quarto(s),,,Dubai Cycling Course,TOWN SQUARE ZAHRA,12176.98,Médio,Mercado Médio
2026-01-02,Venda,Propriedade Plena (Freehold),LIWAN,Apartamento,655000.0,92.5,1 Quarto(s),,,IMG World Adventures,QPOINT LIWAN - PLOT R003,7081.08,Spacious,Mercado Médio
2026-01-07,Venda,Propriedade Plena (Freehold),DUBAI MARINA,Apartamento,1700000.0,116.91,2 Quarto(s),Marina Towers,Marina Mall,Burj Al Arab,TORCH TOWER,14541.1,Spacious,Alto Padrão
2026-02-09,Venda,Propriedade Plena (Freehold),ARJAN,Apartamento,670000.0,34.53,Studio,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,TORINO BY ORO24,19403.42,Compacto,Mercado Médio
2026-01-07,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,2200000.0,184.59,2 Quarto(s),Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,BELGRAVIA III,11918.31,Premium,Alto Padrão
2026-02-09,Venda,Propriedade Plena (Freehold),ARJAN,Apartamento,600000.0,33.2,Studio,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Motor City,SAMANA PARK VIEWS,18072.29,Compacto,Entrada
2026-02-09,Venda,Propriedade Plena (Freehold),DUBAI CREEK HARBOUR,Apartamento,1540888.0,103.01,2 Quarto(s),Creek Metro Station,City Centre Mirdif,Dubai International Airport,CREEK RISE,14958.63,Spacious,Alto Padrão
2026-01-07,Venda,Propriedade Plena (Freehold),DUBAI SOUTH,Apartamento,700000.0,67.41,1 Quarto(s),,,Expo 2020 Site,The Pulse Residence Park,10384.22,Médio,Mercado Médio
2026-02-10,Venda,Propriedade Plena (Freehold),BLUEWATERS,Apartamento,11500000.0,184.61,3 Quarto(s),Jumeirah Beach Residency,Marina Mall,Burj Al Arab,Bluewaters Residences,62293.48,Premium,Ultra-Premium
2026-02-10,Venda,Propriedade Plena (Freehold),DUBAI SPORTS CITY,Apartamento,400000.0,42.01,Studio,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,ELITE 3 SPORTS RESIDENCE,9521.54,Compacto,Entrada
2026-02-10,Venda,Propriedade Plena (Freehold),DUBAI CREEK HARBOUR,Apartamento,1748888.0,105.92,2 Quarto(s),Creek Metro Station,City Centre Mirdif,Dubai International Airport,Harbour Gate,16511.4,Spacious,Alto Padrão
2026-02-10,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,2024999.0,75.07,1 Quarto(s),Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,Binghatti Royale,26974.81,Médio,Alto Padrão
2026-02-10,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,1362060.0,77.89,1 Quarto(s),Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,Luma Park Views,17486.97,Médio,Mercado Médio
2026-02-10,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,1371460.0,77.89,1 Quarto(s),Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,Luma Park Views,17607.65,Médio,Mercado Médio
2026-02-10,Venda,Propriedade Plena (Freehold),BUSINESS BAY,Office,2016475.0,86.77,Office,Business Bay Metro Station,Dubai Mall,Downtown Dubai,CHURCHILL TOWER,23239.31,Médio,Alto Padrão
2026-02-10,Venda,Propriedade Plena (Freehold),ARJAN,Apartamento,530000.0,50.61,Studio,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,LINCOLN PARK,10472.24,Médio,Entrada
2026-02-10,Venda,Propriedade Plena (Freehold),DUBAI PRODUCTION CITY,Apartamento,440000.0,34.31,Studio,Damac Properties,Marina Mall,Sports City Swimming Academy,LAKESIDE,12824.25,Compacto,Entrada
2026-02-10,Venda,Propriedade Plena (Freehold),DUBAI HILLS,Apartamento,1510000.0,69.98,1 Quarto(s),First Abu Dhabi Bank Metro Station,Mall of the Emirates,Global Village,,21577.59,Médio,Alto Padrão
2026-02-11,Venda,Propriedade Plena (Freehold),Al Satwa,Apartamento,1307000.0,72.5,1 Quarto(s),Emirates Towers Metro Station,Dubai Mall,Burj Khalifa,,18027.59,Médio,Mercado Médio
2026-02-10,Venda,Propriedade Plena (Freehold),Warsan First,Apartamento,554000.0,48.96,Studio,Rashidiya Metro Station,City Centre Mirdif,Dubai International Airport,Olivz Residence,11315.36,Médio,Entrada
2026-02-10,Venda,Propriedade Plena (Freehold),DUBAI SOUTH,Apartamento,1290000.0,119.89,2 Quarto(s),,,Expo 2020 Site,The Pulse Boulevard Apartments,10759.86,Spacious,Mercado Médio
2026-02-10,Venda,Propriedade Plena (Freehold),THE LAKES,Apartamento,2750000.0,119.33,2 Quarto(s),Damac Properties,Marina Mall,Burj Al Arab,The Hills,23045.34,Spacious,Alto Padrão
2026-02-10,Venda,Propriedade Plena (Freehold),JUMEIRAH BEACH RESIDENCE,Apartamento,2420000.0,127.81,2 Quarto(s),Jumeirah Beach Residency,Marina Mall,Burj Al Arab,,18934.36,Premium,Alto Padrão
2026-02-10,Venda,Propriedade Plena (Freehold),JUMEIRAH BEACH RESIDENCE,Apartamento,6200000.0,131.07,2 Quarto(s),Jumeirah Beach Resdency,Marina Mall,Burj Al Arab,La Vie,47302.97,Premium,Ultra-Premium
2026-02-10,Venda,Propriedade Plena (Freehold),THE GREENS,Apartamento,3200000.0,153.48,3 Quarto(s),Dubai Internet City,Marina Mall,Burj Al Arab,,20849.62,Premium,Alto Padrão
2026-02-10,Venda,Propriedade Plena (Freehold),INTERNATIONAL CITY PH 1,Apartamento,455000.0,70.0,1 Quarto(s),Rashidiya Metro Station,City Centre Mirdif,,,6500.0,Médio,Entrada
2026-02-10,Venda,Propriedade Plena (Freehold),AL FURJAN,Apartamento,1280000.0,98.13,1 Quarto(s),Ibn Battuta Metro Station,Ibn-e-Battuta Mall,Expo 2020 Site,,13043.92,Spacious,Mercado Médio
2026-02-10,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,1270000.0,71.91,1 Quarto(s),Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,OXFORD BOULEVARD,17660.97,Médio,Mercado Médio
2026-02-10,Venda,Propriedade Plena (Freehold),PALM JUMEIRAH,Apartamento,6500888.0,155.31,3 Quarto(s),Palm Jumeirah,Marina Mall,Burj Al Arab,Seven Hotel and Apartments The Palm,41857.5,Premium,Ultra-Premium
2026-02-10,Venda,Propriedade Plena (Freehold),Madinat Hind 4,Hotel Rooms,530548.0,33.05,Studio,,,,DAMAC HILLS (2) - NAVITAS,16052.89,Compacto,Entrada
2026-02-10,Venda,Propriedade Plena (Freehold),ARJAN,Apartamento,1020000.0,77.51,2 Quarto(s),Sharaf Dg Metro Station,Mall of the Emirates,Motor City,GREEN DIAMOND 1,13159.59,Médio,Mercado Médio
2026-02-10,Venda,Propriedade Plena (Freehold),DUBAI HARBOUR,Apartamento,2525000.0,75.2,1 Quarto(s),,,,Grand Bleu Tower interiors by Elie Saab,33577.13,Médio,Alto Padrão
2026-01-07,Venda,Propriedade Plena (Freehold),DISCOVERY GARDENS,Apartamento,1250000.0,128.59,2 Quarto(s),Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,,9720.82,Premium,Mercado Médio
2026-02-10,Venda,Propriedade Plena (Freehold),BUSINESS BAY,Apartamento,1575000.0,107.3,1 Quarto(s),Business Bay Metro Station,Dubai Mall,Burj Khalifa,,14678.47,Spacious,Alto Padrão
2026-02-10,Venda,Propriedade Plena (Freehold),SUFOUH GARDENS,Apartamento,2418000.0,139.14,2 Quarto(s),Dubai Internet City,Mall of the Emirates,Burj Al Arab,,17378.18,Premium,Alto Padrão
2026-02-10,Venda,Propriedade Plena (Freehold),JUMEIRAH LAKES TOWERS,Apartamento,3320000.0,201.7,3 Quarto(s),Damac Properties,Marina Mall,Burj Al Arab,V3,16460.09,Premium,Alto Padrão
2026-02-10,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,1000000.0,64.44,1 Quarto(s),Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,Binghatti Amber,15518.31,Médio,Mercado Médio
2026-02-10,Venda,Propriedade Plena (Freehold),DUBAI CREEK HARBOUR,Apartamento,1610000.0,67.03,1 Quarto(s),Creek Metro Station,City Centre Mirdif,Dubai International Airport,Creek Beach - Savanna-Cedar-Mangrove,24019.1,Médio,Alto Padrão
2026-02-10,Venda,Propriedade Plena (Freehold),Madinat Hind 4,Hotel Apartment,1068135.03,102.61,2 Quarto(s),,,,DAMAC HILLS (2) - VIRIDIS,10409.66,Spacious,Mercado Médio
2026-02-10,Venda,Propriedade Plena (Freehold),DUBAI WATER CANAL,Apartamento,2547532.0,87.1,1 Quarto(s),Business Bay Metro Station,Dubai Mall,Burj Khalifa,Canal Front Residences-CF3&CF4,29248.36,Médio,Alto Padrão
2026-01-07,Venda,Propriedade Plena (Freehold),DUBAI MARINA,Apartamento,114430.8,75.54,1 Quarto(s),Dubai Marina,Marina Mall,Burj Al Arab,BOTANICA,1514.84,Médio,Entrada
2026-02-10,Venda,Propriedade Plena (Freehold),SUFOUH GARDENS,Apartamento,2287000.0,121.02,2 Quarto(s),Dubai Internet City,Mall of the Emirates,Burj Al Arab,,18897.7,Spacious,Alto Padrão
2026-02-10,Venda,Propriedade Plena (Freehold),DUBAI WATER CANAL,Apartamento,5154600.0,168.01,2 Quarto(s),Business Bay Metro Station,Dubai Mall,Burj Khalifa,Canal Front Residences-CF3&CF4,30680.32,Premium,Ultra-Premium
2026-02-10,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,685000.0,43.84,Studio,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,PARK VIEW TOWER,15625.0,Compacto,Mercado Médio
2026-02-10,Venda,Propriedade Plena (Freehold),DUBAI SOUTH,Apartamento,742973.0,71.9,1 Quarto(s),,,Expo 2020 Site,,10333.42,Médio,Mercado Médio
