id_estudante,idade,genero,nivel_educacao,media_horas_sono,horas_tempo_tela,horas_redes_sociais,horas_estudo_por_dia,horas_exercicio_por_semana,bebidas_cafeina_por_dia,nivel_estresse,pontuacao_ansiedade,media_notas,usa_app_sono,sente_esgotado
1480,20,feminino,ensino_medio,6.2,10.4,5.5,2.2,4.3,0,7,5,3.26,nao,sim
1481,27,feminino,graduacao,7.1,5.7,1.7,2.0,5.0,1,7,6,2.97,nao,sim
1482,18,masculino,graduacao,7.4,5.7,4.2,4.8,0.4,2,8,10,3.26,sim,sim
1483,20,masculino,graduacao,7.7,7.6,3.6,1.9,1.7,1,10,10,2.55,sim,sim
1484,16,masculino,pos_graduacao,8.7,6.9,3.0,2.0,1.4,0,6,6,3.9,nao,nao
1485,20,masculino,ensino_medio,8.5,3.0,2.9,3.4,1.9,1,7,5,2.45,sim,sim
1486,18,feminino,ensino_medio,8.5,1.9,0.0,2.8,5.7,2,6,4,3.81,sim,nao
1487,14,feminino,ensino_medio,6.2,8.3,4.0,3.2,4.7,2,9,8,2.73,nao,sim
1488,22,feminino,pos_graduacao,7.5,7.5,3.5,2.9,2.2,0,9,9,2.69,sim,sim
1489,19,masculino,graduacao,7.2,7.9,3.9,4.4,0.0,3,9,10,3.12,nao,sim
1490,22,feminino,ensino_medio,6.1,8.5,4.1,1.5,2.4,2,10,10,2.71,nao,sim
1491,16,nao_binario,graduacao,7.7,4.9,2.8,3.4,1.0,1,8,8,3.2,nao,sim
1492,18,masculino,graduacao,7.5,5.3,2.6,3.7,7.4,1,7,9,3.06,sim,sim
1493,16,masculino,ensino_medio,7.7,3.5,1.9,1.6,1.3,1,8,8,2.43,sim,sim
1494,17,feminino,graduacao,7.4,5.8,1.4,2.6,5.2,0,7,6,3.12,sim,sim
1495,19,masculino,ensino_medio,7.5,8.4,4.7,2.5,6.1,1,7,6,3.19,sim,sim
1496,16,feminino,graduacao,6.1,5.6,3.1,0.4,4.0,0,7,8,3.11,nao,sim
1497,20,feminino,pos_graduacao,7.8,6.5,2.8,3.2,1.6,1,7,9,3.37,sim,sim
1498,18,masculino,graduacao,6.9,7.6,2.1,4.3,2.0,1,8,9,3.36,nao,sim
1499,15,masculino,graduacao,8.7,4.4,1.6,0.8,7.0,6,4,4,4.0,nao,nao
1500,19,masculino,ensino_medio,6.7,5.3,1.4,2.9,5.5,3,6,4,3.11,sim,nao
1501,20,feminino,graduacao,5.1,8.3,5.1,4.2,9.0,3,10,10,3.04,sim,sim
1502,19,feminino,graduacao,8.9,3.2,1.7,2.9,1.0,1,8,9,3.23,sim,sim
1503,28,feminino,graduacao,7.2,6.5,2.1,4.6,4.8,2,10,9,3.53,nao,sim
1504,16,masculino,pos_graduacao,6.4,8.0,3.6,0.6,5.0,1,9,10,2.91,nao,sim
1505,19,feminino,graduacao,6.7,7.3,3.3,2.8,3.7,1,8,7,2.92,nao,sim
1506,22,feminino,graduacao,6.9,7.6,3.8,2.1,5.2,4,8,8,3.47,nao,sim
1507,20,feminino,graduacao,6.9,5.7,2.7,1.4,4.7,2,6,4,3.26,nao,nao
1508,19,feminino,graduacao,8.8,4.7,2.0,6.3,4.8,0,4,5,3.05,nao,nao
1509,17,feminino,graduacao,6.5,7.7,3.7,3.6,2.0,3,8,9,3.24,nao,sim
1510,16,feminino,ensino_medio,7.4,7.3,3.0,4.6,0.7,1,8,9,3.25,sim,sim
1511,22,feminino,graduacao,8.2,7.8,4.5,3.7,0.0,2,6,6,3.01,sim,nao
1512,18,feminino,graduacao,8.3,3.6,0.9,6.0,0.8,3,6,7,3.92,nao,nao
1513,20,feminino,ensino_medio,7.9,4.1,2.3,4.3,9.1,1,5,4,3.27,sim,nao
1514,18,feminino,graduacao,8.4,5.3,3.6,0.9,2.2,1,8,8,3.45,nao,sim
1515,27,feminino,ensino_medio,6.8,5.8,1.9,4.5,7.0,1,6,5,3.56,nao,nao
1516,21,feminino,graduacao,7.3,7.3,3.8,4.6,3.3,1,7,5,4.0,nao,sim
1517,14,masculino,ensino_medio,8.6,4.5,3.0,2.7,2.6,2,6,4,3.51,nao,nao
1518,18,feminino,ensino_medio,9.0,6.3,2.2,5.2,6.1,3,6,6,3.26,nao,nao
1519,26,feminino,graduacao,9.1,8.2,6.1,2.3,3.3,1,7,6,3.27,nao,sim
1520,17,nao_binario,ensino_medio,6.3,6.3,4.0,1.1,2.8,1,7,5,3.68,nao,sim
1521,25,feminino,pos_graduacao,6.0,8.6,3.8,3.3,3.5,3,8,6,3.54,nao,sim
1522,17,feminino,pos_graduacao,8.0,6.2,4.2,3.3,2.3,1,7,8,2.98,sim,sim
1523,20,feminino,pos_graduacao,6.8,7.9,4.7,2.4,6.9,3,6,4,2.58,nao,nao
1524,17,feminino,ensino_medio,5.4,11.4,5.9,5.8,1.9,0,10,10,2.65,nao,sim
1525,21,feminino,graduacao,6.1,9.5,4.2,1.9,4.9,0,8,10,2.78,nao,sim
1526,28,feminino,ensino_medio,9.6,2.6,0.2,5.9,7.5,3,4,5,3.9,nao,nao
1527,16,feminino,graduacao,7.5,8.5,4.2,2.4,4.9,2,6,8,3.16,sim,nao
1528,18,masculino,pos_graduacao,7.4,8.7,4.7,1.7,4.2,2,6,7,3.6,sim,nao
1529,18,feminino,ensino_medio,6.6,8.8,7.0,2.1,1.4,0,10,8,3.04,nao,sim
1530,20,masculino,ensino_medio,7.7,3.8,2.0,3.5,2.1,4,8,8,3.94,sim,sim
1531,20,feminino,graduacao,7.5,7.5,6.3,1.9,6.0,1,6,4,3.04,sim,nao
1532,19,nao_binario,graduacao,7.9,5.0,2.7,5.6,0.0,2,8,9,2.96,nao,sim
1533,17,feminino,graduacao,6.6,5.9,3.1,6.5,8.6,0,8,9,3.4,nao,sim
1534,20,feminino,ensino_medio,7.4,7.7,4.6,3.5,3.0,3,8,7,3.06,sim,sim
1535,14,masculino,graduacao,8.9,4.1,2.4,3.2,8.5,2,4,6,4.0,nao,nao
1536,19,masculino,graduacao,5.7,7.4,5.1,3.7,1.7,1,9,10,2.93,sim,sim
1537,17,masculino,pos_graduacao,8.2,4.5,3.3,3.7,3.2,3,6,5,3.67,sim,nao
1538,19,feminino,pos_graduacao,9.8,1.4,1.3,2.0,1.4,2,5,5,3.82,nao,nao
1539,20,feminino,pos_graduacao,6.9,9.0,4.1,0.9,0.1,3,9,10,2.86,sim,sim
1540,22,feminino,graduacao,8.1,5.5,1.7,4.7,5.9,1,4,2,4.0,nao,nao
1541,16,feminino,graduacao,6.3,6.2,3.3,4.0,3.3,2,6,6,3.36,sim,nao
1542,20,feminino,ensino_medio,5.9,12.4,6.1,3.5,7.2,1,10,10,2.59,nao,sim
1543,21,masculino,graduacao,6.4,8.0,4.4,3.7,4.6,1,9,8,2.52,nao,sim
1544,20,feminino,graduacao,7.6,8.6,4.9,2.3,0.8,0,7,7,3.19,nao,sim
1545,21,masculino,ensino_medio,6.8,6.6,2.5,2.2,3.3,1,6,8,3.07,nao,nao
1546,17,masculino,graduacao,7.7,4.4,1.8,3.6,0.9,3,7,5,3.25,nao,sim
1547,23,feminino,ensino_medio,7.0,7.7,2.2,3.6,4.5,1,6,5,3.86,sim,nao
1548,18,nao_binario,graduacao,6.1,9.1,2.8,6.8,1.4,3,10,10,3.33,nao,sim
1549,22,masculino,graduacao,6.7,7.8,4.7,1.4,2.8,3,10,8,2.58,sim,sim
1550,20,feminino,graduacao,5.7,10.2,4.7,3.3,3.7,2,10,10,2.5,sim,sim
1551,19,masculino,graduacao,7.0,6.6,5.4,5.2,0.6,1,9,10,3.22,nao,sim
1552,17,masculino,pos_graduacao,7.7,8.2,3.3,0.7,2.8,1,7,7,2.82,sim,sim
1553,22,feminino,graduacao,7.6,8.7,4.6,0.0,7.0,2,5,6,3.56,nao,nao
1554,18,masculino,graduacao,7.6,6.9,4.0,2.7,4.9,1,4,4,3.24,nao,nao
1555,26,masculino,pos_graduacao,9.4,4.1,3.4,2.0,6.2,2,6,4,3.31,nao,nao
1556,14,feminino,graduacao,6.5,11.0,5.8,1.2,0.5,2,10,9,2.91,sim,sim
1557,27,feminino,ensino_medio,7.8,6.2,2.5,3.3,2.7,1,8,9,3.08,sim,sim
1558,18,masculino,graduacao,7.7,6.7,4.8,3.4,1.3,2,8,8,2.65,sim,sim
1559,20,feminino,graduacao,6.9,5.9,2.6,2.6,4.8,0,7,7,3.41,sim,sim
1560,21,feminino,ensino_medio,6.9,5.7,4.5,5.6,0.0,3,8,8,2.79,nao,sim
1561,27,masculino,graduacao,6.6,8.0,4.5,5.5,4.8,3,9,8,2.64,nao,sim
1562,17,feminino,graduacao,7.8,3.7,1.9,1.7,6.2,0,5,5,3.7,sim,nao
1563,23,masculino,ensino_medio,8.6,3.0,3.3,4.2,4.6,6,5,7,3.24,nao,nao
1564,22,feminino,graduacao,8.4,6.9,3.8,0.6,2.6,3,7,9,3.11,nao,sim
1565,21,masculino,pos_graduacao,6.8,7.5,4.0,2.1,6.8,4,5,6,3.11,nao,nao
1566,20,feminino,pos_graduacao,7.3,4.7,2.4,3.3,2.2,4,6,6,3.66,nao,nao
1567,21,feminino,graduacao,7.1,4.5,3.4,1.7,3.7,2,5,6,3.43,sim,nao
1568,21,feminino,graduacao,8.0,5.2,4.1,4.6,4.5,1,7,8,3.24,sim,sim
1569,19,feminino,graduacao,6.3,10.2,5.9,0.7,0.8,2,9,8,2.81,nao,sim
1570,19,masculino,graduacao,8.5,7.8,4.9,1.6,7.4,2,4,5,3.26,sim,nao
1571,21,feminino,graduacao,7.7,3.9,1.5,2.5,4.2,0,7,7,3.25,nao,sim
1572,19,masculino,ensino_medio,8.6,5.8,3.2,3.2,5.2,1,6,6,3.47,sim,nao
1573,19,feminino,ensino_medio,6.2,4.7,2.8,2.6,2.6,2,10,8,2.5,nao,sim
1574,18,feminino,ensino_medio,7.6,1.3,0.1,2.7,3.7,2,8,9,3.18,sim,sim
1575,26,feminino,ensino_medio,8.1,6.7,4.2,3.6,4.0,4,6,5,3.0,sim,nao
1576,22,masculino,graduacao,6.7,8.8,5.8,5.1,3.5,3,8,8,3.63,nao,sim
1577,23,feminino,pos_graduacao,7.1,6.8,4.8,4.3,4.9,1,6,7,3.26,sim,nao
1578,18,masculino,pos_graduacao,7.8,3.5,1.5,4.6,3.3,1,4,4,4.0,nao,nao
1579,21,feminino,graduacao,7.3,9.3,6.2,3.3,1.1,2,9,9,2.84,nao,sim
1580,21,feminino,graduacao,8.7,4.2,2.3,0.8,2.0,1,6,5,3.21,nao,nao
1581,20,masculino,ensino_medio,8.8,6.6,3.6,3.7,1.1,3,7,5,3.68,sim,sim
1582,19,feminino,pos_graduacao,8.6,3.5,1.0,2.5,3.8,0,6,8,3.5,nao,nao
1583,14,masculino,ensino_medio,6.8,11.3,5.6,5.1,8.9,4,7,6,2.98,nao,sim
1584,20,feminino,ensino_medio,6.2,6.9,3.1,2.6,3.7,3,7,6,3.27,nao,sim
1585,16,masculino,graduacao,7.1,4.3,2.1,3.1,0.6,0,8,8,3.35,nao,sim
1586,18,feminino,graduacao,7.6,7.0,4.2,4.9,3.0,0,9,7,3.41,sim,sim
1587,19,feminino,ensino_medio,8.3,5.7,3.7,0.9,4.0,1,7,5,3.37,nao,sim
1588,22,feminino,pos_graduacao,7.3,10.7,3.8,4.7,6.9,1,6,8,3.31,nao,nao
1589,19,feminino,ensino_medio,6.4,5.6,3.0,4.3,7.4,0,5,3,3.73,nao,nao
1590,21,masculino,graduacao,7.8,3.8,2.8,4.9,4.1,2,8,9,3.11,sim,sim
1591,22,feminino,graduacao,7.6,4.5,2.3,5.4,7.0,2,5,7,3.84,nao,nao
1592,19,prefere_nao_dizer,graduacao,8.0,2.0,0.9,2.9,0.5,2,6,8,3.75,sim,nao
1593,20,feminino,graduacao,6.0,6.5,4.3,3.9,3.1,1,7,9,3.07,nao,sim
1594,18,masculino,graduacao,8.1,5.5,2.8,4.7,7.1,1,6,5,3.45,sim,nao
1595,27,feminino,graduacao,5.8,6.9,2.0,3.2,2.0,2,9,10,2.82,nao,sim
1596,17,feminino,graduacao,7.6,7.3,2.6,2.7,0.0,1,8,6,3.4,nao,sim
1597,24,feminino,pos_graduacao,8.6,4.3,2.8,4.5,1.6,2,6,7,3.26,sim,nao
1598,17,feminino,ensino_medio,8.5,5.0,2.6,3.0,5.2,2,4,2,4.0,nao,nao
1599,22,masculino,graduacao,6.4,11.1,5.8,0.0,1.6,2,8,7,2.46,nao,sim
1600,22,feminino,graduacao,8.4,3.9,1.8,3.5,0.2,2,8,10,3.77,nao,sim
1601,17,masculino,graduacao,5.2,10.1,3.6,4.4,0.2,0,8,6,3.46,sim,sim
1602,21,feminino,graduacao,6.1,8.2,3.4,0.9,5.1,1,9,10,3.4,sim,sim
1603,20,masculino,graduacao,5.2,13.3,7.2,1.3,9.2,0,7,6,3.05,sim,sim
1604,21,feminino,graduacao,5.6,8.7,3.2,4.1,3.3,2,10,10,2.83,sim,sim
1605,23,masculino,graduacao,6.3,6.7,3.0,3.9,2.9,3,9,8,2.85,sim,sim
1606,22,nao_binario,pos_graduacao,6.6,7.7,4.7,2.8,3.5,2,9,7,3.07,nao,sim
1607,20,masculino,graduacao,7.0,7.7,3.9,4.6,0.0,0,8,7,3.19,sim,sim
1608,18,feminino,graduacao,7.4,8.5,4.6,2.0,3.5,1,8,6,3.31,nao,sim
1609,20,feminino,pos_graduacao,6.4,5.4,2.0,5.3,5.2,1,7,7,3.34,nao,sim
1610,20,masculino,graduacao,8.5,3.6,1.5,2.1,4.1,2,5,3,3.45,sim,nao
1611,23,feminino,graduacao,7.7,2.9,0.1,5.2,4.7,4,6,8,3.8,nao,nao
1612,22,feminino,pos_graduacao,8.2,3.9,2.3,4.5,3.0,2,5,5,3.5,sim,nao
1613,14,masculino,graduacao,7.5,9.2,2.8,1.1,0.0,3,8,9,3.48,nao,sim
1614,16,masculino,ensino_medio,7.2,6.0,4.3,1.4,1.9,5,7,9,3.65,nao,sim
1615,17,feminino,graduacao,6.9,9.6,6.9,4.0,5.1,3,9,7,3.02,nao,sim
1616,18,masculino,pos_graduacao,8.9,3.7,4.4,2.6,4.5,4,6,6,3.32,nao,nao
1617,18,feminino,graduacao,7.2,7.8,6.0,6.0,4.4,1,7,9,3.16,nao,sim
1618,19,feminino,pos_graduacao,8.2,4.6,4.0,4.8,5.1,1,7,8,3.52,sim,sim
1619,19,feminino,graduacao,5.0,9.2,3.7,3.7,4.6,0,9,8,2.53,nao,sim
1620,20,masculino,ensino_medio,7.7,5.7,2.5,0.5,5.8,1,7,5,3.35,nao,sim
1621,20,nao_binario,graduacao,5.6,8.7,4.9,1.7,5.1,0,8,8,2.79,nao,sim
1622,16,feminino,ensino_medio,8.5,4.8,2.2,2.7,7.0,1,6,5,4.0,nao,nao
1623,16,masculino,pos_graduacao,7.8,4.9,2.3,1.2,5.4,1,6,5,3.18,sim,nao
1624,22,feminino,graduacao,5.2,10.9,6.4,1.4,3.4,2,10,10,2.66,nao,sim
1625,23,nao_binario,pos_graduacao,6.7,10.3,5.0,1.4,6.6,0,9,9,3.17,nao,sim
1626,19,prefere_nao_dizer,ensino_medio,8.9,3.5,2.1,2.1,6.5,1,6,7,3.5,sim,nao
1627,18,feminino,graduacao,7.5,4.4,2.1,3.9,4.6,3,7,7,3.04,nao,sim
1628,19,feminino,graduacao,8.3,4.6,3.1,3.3,6.0,5,6,6,3.49,sim,nao
1629,22,masculino,ensino_medio,6.6,2.6,0.0,3.3,3.2,2,8,7,3.49,nao,sim
1630,16,masculino,ensino_medio,8.8,1.8,0.8,2.3,1.2,1,7,5,4.0,nao,sim
1631,14,masculino,ensino_medio,6.8,10.5,4.0,3.1,7.1,3,7,6,3.22,nao,sim
1632,21,feminino,graduacao,6.8,9.1,5.7,4.0,7.0,2,6,5,3.05,nao,nao
1633,20,masculino,graduacao,9.4,2.7,1.3,1.8,0.0,1,5,4,3.71,sim,nao
1634,20,masculino,graduacao,7.5,2.1,1.7,3.4,2.0,4,5,4,3.74,sim,nao
1635,23,masculino,ensino_medio,6.9,9.8,2.9,0.8,5.8,3,8,6,3.4,nao,sim
1636,23,masculino,graduacao,7.3,8.5,5.3,5.2,0.0,4,9,7,3.23,nao,sim
1637,16,feminino,graduacao,6.3,7.9,4.5,3.2,7.7,2,7,9,2.96,sim,sim
1638,20,masculino,ensino_medio,8.1,8.8,6.9,5.7,8.1,3,6,8,3.61,nao,nao
1639,23,feminino,graduacao,8.7,7.1,4.0,3.5,0.0,2,7,9,3.17,nao,sim
1640,25,feminino,graduacao,8.6,5.8,5.4,4.5,5.3,1,7,6,3.35,nao,sim
1641,18,feminino,pos_graduacao,8.0,1.3,0.0,2.9,2.1,2,7,7,3.32,nao,sim
1642,23,masculino,graduacao,8.2,5.6,3.8,2.6,3.0,1,9,8,2.84,nao,sim
1643,21,feminino,pos_graduacao,7.6,6.0,3.7,3.9,0.0,3,6,4,3.54,sim,nao
1644,14,masculino,graduacao,7.3,6.8,3.7,5.3,4.5,3,6,6,3.65,nao,nao
1645,23,feminino,graduacao,7.4,7.0,3.1,2.7,4.4,1,8,7,2.65,nao,sim
1646,15,masculino,graduacao,5.8,10.6,5.3,4.1,2.6,1,10,10,2.34,nao,sim
1647,22,masculino,ensino_medio,5.8,10.5,6.2,2.9,7.2,2,10,9,3.24,nao,sim
1648,23,masculino,ensino_medio,8.5,4.6,2.6,4.6,8.7,0,6,4,2.84,nao,nao
1649,14,feminino,ensino_medio,7.2,4.7,3.6,4.3,3.0,1,7,7,3.09,sim,sim
1650,21,masculino,graduacao,8.2,6.1,2.7,4.1,0.5,0,6,7,4.0,nao,nao
1651,24,prefere_nao_dizer,ensino_medio,6.1,12.0,6.1,0.3,0.0,2,10,10,2.32,nao,sim
1652,21,masculino,graduacao,5.9,5.5,2.1,4.8,8.0,0,6,5,3.43,nao,nao
1653,19,feminino,ensino_medio,8.1,3.7,0.5,1.2,2.7,2,8,9,3.54,sim,sim
1654,16,masculino,graduacao,7.1,8.0,4.7,0.5,3.6,3,7,5,3.18,nao,sim
1655,20,feminino,graduacao,7.7,5.9,3.2,6.0,2.0,1,8,7,3.04,nao,sim
1656,23,feminino,graduacao,6.4,6.9,4.3,3.3,1.9,0,7,5,3.06,sim,sim
1657,20,feminino,ensino_medio,6.9,5.3,2.8,5.2,4.9,1,7,5,3.38,nao,sim
1658,14,masculino,pos_graduacao,8.7,6.3,3.8,1.7,3.1,4,6,6,3.68,nao,nao
1659,20,feminino,graduacao,6.2,8.2,4.2,4.3,0.0,2,9,10,2.8,nao,sim
1660,16,nao_binario,graduacao,6.8,6.4,3.8,0.6,4.2,0,6,8,3.45,nao,nao
1661,22,masculino,ensino_medio,7.6,6.8,3.6,1.7,1.2,0,5,3,3.4,nao,nao
1662,19,masculino,graduacao,5.9,6.3,3.0,5.5,5.3,1,6,7,3.16,nao,nao
1663,21,feminino,ensino_medio,7.6,4.3,2.3,2.7,2.3,1,7,8,3.44,nao,sim
1664,22,feminino,graduacao,7.7,6.5,3.0,3.2,1.4,0,9,10,3.25,sim,sim
1665,18,masculino,graduacao,7.3,5.7,2.3,5.1,1.9,1,8,10,3.75,nao,sim
1666,17,masculino,ensino_medio,5.0,9.8,5.7,3.1,0.0,3,9,8,2.32,nao,sim
1667,22,feminino,graduacao,6.3,11.7,7.3,1.7,5.0,1,9,7,3.1,sim,sim
1668,25,feminino,ensino_medio,7.1,5.5,2.9,1.9,7.7,2,6,8,3.79,nao,nao
1669,14,masculino,pos_graduacao,7.5,5.8,3.0,2.2,5.1,1,8,10,3.58,nao,sim
1670,18,masculino,graduacao,6.3,9.1,7.8,4.7,3.5,3,8,8,2.91,sim,sim
1671,21,masculino,graduacao,6.9,5.1,3.6,4.8,3.3,0,7,5,2.79,nao,sim
1672,21,feminino,ensino_medio,7.2,7.6,4.5,2.6,2.4,1,7,6,2.82,nao,sim
1673,20,masculino,graduacao,6.9,6.6,3.0,2.4,0.7,2,10,10,2.62,sim,sim
1674,21,feminino,graduacao,8.0,5.2,3.6,2.3,6.4,2,6,4,3.16,nao,nao
1675,14,feminino,ensino_medio,7.3,9.4,5.0,2.6,2.3,0,7,9,3.47,nao,sim
1676,20,feminino,graduacao,7.8,5.4,3.9,3.6,3.4,2,7,5,3.62,nao,sim
1677,22,masculino,graduacao,7.9,5.3,3.7,4.8,8.1,1,6,6,3.62,nao,nao
1678,19,feminino,pos_graduacao,7.8,1.5,1.6,3.7,2.8,3,6,8,3.87,nao,nao
1679,15,masculino,pos_graduacao,6.8,7.3,2.8,2.7,4.3,3,9,10,3.2,sim,sim
1680,19,masculino,graduacao,8.1,5.4,3.4,1.5,9.6,1,7,6,3.31,nao,sim
1681,14,masculino,pos_graduacao,8.6,4.5,0.0,1.6,2.3,2,6,6,3.63,nao,nao
1682,22,masculino,graduacao,7.7,2.6,3.2,4.7,6.0,2,5,5,3.58,sim,nao
1683,14,masculino,ensino_medio,6.9,7.3,5.1,3.8,2.6,4,9,9,2.56,nao,sim
1684,19,feminino,ensino_medio,5.4,7.4,4.5,3.5,6.3,2,8,7,2.99,sim,sim
1685,22,masculino,graduacao,9.3,3.6,1.9,2.3,5.1,1,5,7,3.3,nao,nao
1686,21,masculino,ensino_medio,6.9,6.9,3.7,4.8,10.0,2,6,6,3.37,nao,nao
1687,18,masculino,pos_graduacao,7.2,2.1,1.9,3.2,0.0,3,7,7,3.09,nao,sim
1688,22,masculino,graduacao,6.3,10.5,6.3,2.6,2.0,0,10,9,2.84,nao,sim
1689,21,masculino,pos_graduacao,7.5,5.9,2.8,3.3,0.9,3,7,5,3.69,sim,sim
1690,21,masculino,graduacao,8.6,7.5,3.0,0.0,3.1,0,7,6,3.24,nao,sim
1691,14,masculino,ensino_medio,8.4,7.2,6.7,3.2,5.8,3,6,7,3.45,nao,nao
1692,20,masculino,graduacao,7.1,9.5,5.2,2.8,0.0,2,10,10,2.9,sim,sim
1693,19,feminino,ensino_medio,7.6,6.3,5.0,5.6,4.7,0,8,10,3.37,nao,sim
1694,20,masculino,graduacao,7.6,4.1,1.5,2.0,3.7,2,8,9,3.26,nao,sim
1695,21,feminino,ensino_medio,7.7,7.4,2.1,4.3,3.1,3,7,7,3.59,nao,sim
1696,18,masculino,graduacao,6.4,9.5,4.7,2.4,3.0,6,10,9,3.09,nao,sim
1697,23,masculino,ensino_medio,6.9,9.1,3.8,5.0,0.6,0,7,8,3.27,nao,sim
1698,14,masculino,graduacao,8.3,4.5,2.2,5.2,10.9,1,7,7,2.41,nao,sim
1699,19,feminino,graduacao,8.2,5.1,3.2,2.1,0.0,3,9,10,3.38,nao,sim
1700,19,feminino,graduacao,7.5,6.9,2.8,2.7,3.4,1,8,7,3.16,nao,sim
1701,18,masculino,pos_graduacao,6.6,8.2,5.1,2.5,4.3,2,7,6,2.95,sim,sim
1702,15,masculino,ensino_medio,9.2,2.6,1.3,6.0,4.6,0,4,2,3.41,nao,nao
1703,19,masculino,graduacao,7.9,6.9,5.0,3.0,6.2,3,6,8,2.82,nao,nao
1704,19,masculino,ensino_medio,7.4,7.6,2.8,4.0,4.0,1,8,9,3.37,nao,sim
1705,18,feminino,ensino_medio,8.1,5.3,3.9,2.4,7.7,2,5,7,3.24,nao,nao
1706,17,feminino,graduacao,8.2,7.1,4.6,3.8,1.4,1,9,10,2.71,sim,sim
1707,21,masculino,pos_graduacao,5.7,9.9,5.2,2.8,5.9,0,10,10,2.67,nao,sim
1708,19,prefere_nao_dizer,graduacao,7.0,7.7,2.0,3.3,2.0,3,7,6,3.39,nao,sim
1709,21,masculino,graduacao,8.5,5.1,3.2,1.1,1.5,2,8,10,3.41,nao,sim
1710,19,nao_binario,graduacao,5.7,7.9,4.7,2.6,5.4,3,7,7,3.05,nao,sim
1711,17,masculino,graduacao,9.2,4.4,1.5,4.8,1.9,0,7,7,3.38,sim,sim
1712,19,masculino,graduacao,7.0,9.1,4.2,1.1,0.0,0,9,9,3.63,sim,sim
1713,18,prefere_nao_dizer,graduacao,7.2,7.6,5.2,1.4,5.1,3,7,9,2.89,nao,sim
1714,16,masculino,ensino_medio,6.4,12.8,5.3,2.2,3.1,4,10,10,2.86,sim,sim
1715,21,masculino,pos_graduacao,6.1,8.4,5.1,3.7,7.8,0,7,9,2.74,sim,sim
1716,20,prefere_nao_dizer,graduacao,8.2,9.1,6.0,5.7,4.8,2,8,10,3.06,nao,sim
1717,23,masculino,ensino_medio,7.4,6.1,4.9,1.2,4.1,2,8,10,2.82,sim,sim
1718,19,feminino,graduacao,7.3,5.7,3.5,5.3,5.7,3,7,6,2.83,sim,sim
1719,16,feminino,ensino_medio,7.2,5.7,0.8,2.0,2.2,1,7,5,3.37,sim,sim
1720,18,masculino,graduacao,10.2,5.4,3.1,2.0,8.0,1,3,5,4.0,nao,nao
1721,23,masculino,ensino_medio,7.7,11.2,6.5,3.6,3.6,1,5,4,3.52,sim,nao
1722,15,masculino,graduacao,8.8,4.3,1.0,2.1,2.4,0,6,7,3.23,sim,nao
1723,16,masculino,graduacao,7.4,6.9,4.9,2.8,5.4,3,9,10,2.7,nao,sim
1724,26,masculino,graduacao,6.7,4.6,2.9,2.3,4.8,0,8,7,3.59,sim,sim
1725,16,masculino,graduacao,8.0,7.0,4.0,3.4,2.3,6,7,6,3.62,nao,sim
1726,22,masculino,ensino_medio,6.0,6.1,5.1,4.8,5.4,3,6,7,3.0,nao,nao
1727,20,feminino,graduacao,6.8,5.6,2.9,1.0,1.9,1,8,9,3.65,nao,sim
1728,17,masculino,ensino_medio,7.3,8.0,4.5,2.8,4.7,1,8,10,3.1,nao,sim
1729,20,prefere_nao_dizer,graduacao,6.6,9.0,5.7,3.9,0.0,1,10,8,2.76,sim,sim
1730,16,masculino,pos_graduacao,7.0,8.9,4.1,4.9,3.8,2,7,5,2.87,nao,sim
1731,19,feminino,graduacao,6.6,6.8,5.4,0.8,1.6,1,9,9,2.6,nao,sim
1732,19,feminino,graduacao,8.5,4.6,0.7,3.5,1.0,3,7,8,3.78,nao,sim
1733,23,feminino,graduacao,7.3,4.6,2.3,1.7,0.8,0,9,7,2.65,sim,sim
1734,19,feminino,ensino_medio,6.4,4.8,3.2,2.1,0.4,2,8,6,3.32,sim,sim
1735,21,masculino,graduacao,8.5,6.9,5.3,5.0,4.1,1,7,9,3.38,nao,sim
1736,21,feminino,pos_graduacao,6.0,7.3,5.5,5.4,4.9,1,9,10,3.0,sim,sim
1737,14,feminino,pos_graduacao,7.6,7.3,3.7,2.5,4.8,0,7,6,2.87,nao,sim
1738,19,masculino,ensino_medio,7.5,6.8,2.0,1.8,1.5,2,6,8,3.13,nao,nao
1739,20,feminino,graduacao,6.9,6.8,5.5,0.0,3.5,2,9,10,2.79,sim,sim
1740,22,feminino,ensino_medio,6.9,5.0,2.0,3.9,4.4,3,8,10,2.9,sim,sim
1741,20,feminino,ensino_medio,9.2,2.3,2.1,0.9,6.7,2,4,3,4.0,nao,nao
1742,16,feminino,graduacao,8.3,6.2,3.6,5.7,9.2,1,6,8,3.38,sim,nao
1743,24,masculino,graduacao,6.8,9.4,5.8,3.6,1.9,0,10,10,2.64,nao,sim
1744,21,masculino,ensino_medio,7.6,7.3,2.6,2.3,5.5,0,7,9,3.66,nao,sim
1745,18,feminino,graduacao,8.4,3.7,1.7,3.1,1.5,4,7,9,3.81,nao,sim
1746,20,masculino,ensino_medio,6.8,7.0,4.0,3.3,0.3,1,7,7,2.52,sim,sim
1747,14,feminino,graduacao,8.3,3.5,3.1,3.9,0.9,1,7,9,2.82,nao,sim
1748,16,masculino,graduacao,6.8,7.1,5.6,2.6,4.1,2,8,8,2.87,nao,sim
1749,20,masculino,graduacao,8.1,6.8,2.5,2.1,3.4,2,8,9,2.91,sim,sim
