Data_Transacao,Marca,Categoria,Unidades_Vendidas,Receita_Bruta,Descontos,Receita_Liquida,Gasto_Marketing,Desconto_Promocao_Pct,Aumento_Vendas_Pct
2024-10-16,Minute Maid,Suco,556,400.32,0.0,400.32,4876.06,0.0,27.39
2020-09-04,Monster,Energetico,323,445.8,22.29,423.51,1499.45,5.0,7.02
2018-02-05,Coca-Cola Classica,Refrigerante,350,221.34,22.13,199.21,2546.97,10.0,12.56
2023-02-20,Sprite,Refrigerante,288,174.99,0.0,174.99,1355.05,0.0,9.35
2025-07-26,Coca-Cola Classica,Refrigerante,537,339.6,0.0,339.6,4226.9,0.0,25.31
2023-03-27,Powerade,Bebida Esportiva,504,437.77,21.89,415.88,4325.79,5.0,22.31
2023-09-23,Monster,Energetico,246,339.53,0.0,339.53,0.0,0.0,1.45
2023-07-24,Powerade,Bebida Esportiva,489,424.75,0.0,424.75,3114.42,0.0,17.0
2018-01-31,Coca-Cola Zero,Refrigerante,139,87.04,0.0,87.04,0.0,0.0,0.51
2025-03-22,Schweppes,Refrigerante,512,317.44,0.0,317.44,4855.42,0.0,27.4
2021-08-02,Monster,Energetico,313,432.0,21.6,410.4,1117.7,5.0,7.64
2022-01-01,Sprite,Refrigerante,414,251.55,25.16,226.39,3300.12,10.0,18.27
2020-06-07,Coca-Cola Zero,Refrigerante,200,125.24,6.26,118.98,0.0,5.0,2.12
2025-07-05,Schweppes,Refrigerante,488,302.56,15.13,287.43,4032.65,5.0,22.64
2019-11-09,Coca-Cola Diet,Refrigerante,267,165.54,16.55,148.99,1756.96,10.0,10.6
2023-06-12,Dasani,Agua,354,120.36,0.0,120.36,3221.06,0.0,16.47
2021-09-19,Fanta,Refrigerante,406,249.2,0.0,249.2,3211.51,0.0,20.9
2018-11-23,Powerade,Bebida Esportiva,551,478.6,47.86,430.74,4118.05,10.0,23.35
2018-05-04,Schweppes,Refrigerante,164,101.68,0.0,101.68,0.0,0.0,1.07
2024-12-04,Coca-Cola Zero,Refrigerante,473,296.19,14.81,281.38,4113.24,5.0,20.21
2018-12-16,Coca-Cola Zero,Refrigerante,430,269.27,13.46,255.81,3146.43,5.0,16.07
2025-05-02,Coca-Cola Classica,Refrigerante,231,146.08,0.0,146.08,428.6,0.0,4.21
2024-02-01,Monster,Energetico,592,817.08,40.85,776.23,4539.95,5.0,25.4
2021-11-19,Schweppes,Refrigerante,259,160.58,0.0,160.58,1618.23,0.0,6.03
2024-12-10,Minute Maid,Suco,357,257.04,0.0,257.04,2716.58,0.0,16.5
2019-03-04,Powerade,Bebida Esportiva,500,434.3,21.72,412.58,4213.97,5.0,22.36
2024-09-12,Coca-Cola Diet,Refrigerante,285,176.7,0.0,176.7,1320.92,0.0,9.38
2022-01-10,Schweppes,Refrigerante,286,177.32,8.87,168.45,1893.55,5.0,10.28
2021-08-01,Fanta,Refrigerante,343,210.53,21.05,189.48,2020.84,10.0,11.42
2022-10-29,Coca-Cola Zero,Refrigerante,160,100.19,10.02,90.17,0.0,10.0,1.77
2018-04-14,Coca-Cola Diet,Refrigerante,487,301.94,0.0,301.94,4519.28,0.0,23.51
2019-10-02,Fanta,Refrigerante,548,336.36,0.0,336.36,4670.8,0.0,24.2
2024-03-06,Fanta,Refrigerante,186,114.17,0.0,114.17,0.0,0.0,0.0
2021-02-07,Dasani,Agua,85,28.9,0.0,28.9,0.0,0.0,1.24
2020-10-15,Coca-Cola Classica,Refrigerante,216,136.6,13.66,122.94,0.0,10.0,0.0
2019-06-27,Fanta,Refrigerante,409,251.04,0.0,251.04,3206.29,0.0,15.13
2018-05-10,Fanta,Refrigerante,233,143.02,0.0,143.02,699.2,0.0,5.08
2019-03-20,Schweppes,Refrigerante,546,338.52,33.85,304.67,4796.1,10.0,25.47
2025-03-19,Monster,Energetico,414,571.4,0.0,571.4,2529.99,0.0,13.33
2019-08-19,Dasani,Agua,268,91.12,0.0,91.12,2085.82,0.0,8.69
2019-08-20,Coca-Cola Zero,Refrigerante,503,314.98,0.0,314.98,4489.94,0.0,23.68
2020-03-04,Sprite,Refrigerante,212,128.81,6.44,122.37,560.32,5.0,3.07
2020-08-17,Powerade,Bebida Esportiva,364,316.17,15.81,300.36,1601.54,5.0,10.2
2024-02-15,Sprite,Refrigerante,360,218.74,0.0,218.74,2748.13,0.0,13.96
2022-09-20,Coca-Cola Zero,Refrigerante,325,203.52,20.35,183.17,2740.61,10.0,17.56
2018-12-05,Sprite,Refrigerante,310,188.36,18.84,169.52,1197.28,10.0,5.56
2019-10-07,Fanta,Refrigerante,244,149.77,14.98,134.79,0.0,10.0,0.0
2023-07-23,Fanta,Refrigerante,276,169.41,0.0,169.41,1416.8,0.0,10.1
2023-09-08,Powerade,Bebida Esportiva,176,152.87,0.0,152.87,187.99,0.0,1.35
2022-01-20,Coca-Cola Diet,Refrigerante,269,166.78,16.68,150.1,1295.32,10.0,6.3
2019-07-16,Coca-Cola Classica,Refrigerante,307,194.15,0.0,194.15,1792.7,0.0,9.63
2019-05-27,Powerade,Bebida Esportiva,314,272.74,13.64,259.1,1449.78,5.0,10.0
2021-02-26,Coca-Cola Diet,Refrigerante,152,94.24,4.71,89.53,0.0,5.0,2.2
2025-08-25,Coca-Cola Zero,Refrigerante,406,254.24,0.0,254.24,2825.58,0.0,14.32
2020-07-16,Dasani,Agua,113,38.42,1.92,36.5,0.0,5.0,0.0
2021-10-11,Minute Maid,Suco,223,160.56,16.06,144.5,1610.73,10.0,8.99
2024-07-24,Sprite,Refrigerante,464,281.93,14.1,267.83,3554.91,5.0,18.07
2018-03-14,Fanta,Refrigerante,389,238.77,0.0,238.77,2106.78,0.0,11.5
2024-04-06,Fanta,Refrigerante,477,292.78,29.28,263.5,3905.9,10.0,21.49
2019-05-02,Sprite,Refrigerante,367,222.99,11.15,211.84,2606.38,5.0,16.05
2025-06-01,Coca-Cola Diet,Refrigerante,176,109.12,5.46,103.66,0.0,5.0,1.81
2024-12-04,Minute Maid,Suco,302,217.44,21.74,195.7,1953.42,10.0,10.25
2019-07-30,Sprite,Refrigerante,222,134.89,6.74,128.15,1138.06,5.0,5.94
2025-09-29,Sprite,Refrigerante,184,111.8,0.0,111.8,0.0,0.0,1.0
2024-07-16,Minute Maid,Suco,370,266.4,0.0,266.4,3195.39,0.0,16.7
2021-08-16,Powerade,Bebida Esportiva,504,437.77,0.0,437.77,3306.66,0.0,19.07
2018-10-28,Dasani,Agua,381,129.54,6.48,123.06,3799.9,5.0,20.77
2023-08-24,Coca-Cola Diet,Refrigerante,231,143.22,7.16,136.06,117.5,5.0,0.0
2024-07-29,Coca-Cola Zero,Refrigerante,475,297.44,14.87,282.57,4300.87,5.0,22.22
2020-11-13,Schweppes,Refrigerante,549,340.38,0.0,340.38,4717.72,0.0,28.12
2022-10-17,Coca-Cola Zero,Refrigerante,420,263.0,13.15,249.85,3099.11,5.0,16.81
2021-02-14,Dasani,Agua,344,116.96,11.7,105.26,3541.25,10.0,21.94
2023-12-27,Coca-Cola Diet,Refrigerante,334,207.08,0.0,207.08,1999.93,0.0,10.23
2022-07-03,Schweppes,Refrigerante,243,150.66,7.53,143.13,437.24,5.0,2.84
2019-01-16,Powerade,Bebida Esportiva,202,175.46,8.77,166.69,0.0,5.0,3.59
2022-07-07,Dasani,Agua,163,55.42,2.77,52.65,1410.27,5.0,6.17
2024-05-22,Coca-Cola Diet,Refrigerante,509,315.58,0.0,315.58,4386.79,0.0,21.28
2018-05-25,Minute Maid,Suco,117,84.24,4.21,80.03,0.0,5.0,1.93
2023-02-07,Sprite,Refrigerante,414,251.55,25.16,226.39,3236.59,10.0,16.56
2024-11-08,Coca-Cola Diet,Refrigerante,428,265.36,13.27,252.09,3332.36,5.0,18.3
2023-02-27,Sprite,Refrigerante,254,154.33,15.43,138.9,1556.78,10.0,7.68
2020-02-26,Coca-Cola Classica,Refrigerante,184,116.36,11.64,104.72,594.21,10.0,3.67
2022-04-01,Powerade,Bebida Esportiva,222,192.83,0.0,192.83,0.0,0.0,0.0
2018-10-25,Minute Maid,Suco,153,110.16,5.51,104.65,348.61,5.0,1.65
2023-11-28,Monster,Energetico,496,684.58,34.23,650.35,4272.86,5.0,24.18
2019-05-31,Sprite,Refrigerante,303,184.1,18.41,165.69,1380.11,10.0,6.08
2019-03-24,Coca-Cola Zero,Refrigerante,278,174.08,0.0,174.08,1214.02,0.0,5.63
2019-07-31,Coca-Cola Zero,Refrigerante,411,257.37,0.0,257.37,3314.4,0.0,17.71
2024-07-30,Monster,Energetico,309,426.48,42.65,383.83,1365.1,10.0,5.36
2022-08-19,Coca-Cola Diet,Refrigerante,320,198.4,0.0,198.4,1590.12,0.0,8.11
2018-06-09,Powerade,Bebida Esportiva,409,355.26,17.76,337.5,2538.09,5.0,14.14
2018-02-05,Coca-Cola Classica,Refrigerante,466,294.7,0.0,294.7,3024.63,0.0,16.04
2021-07-24,Monster,Energetico,266,367.13,36.71,330.42,211.07,10.0,0.75
2021-02-07,Dasani,Agua,370,125.8,12.58,113.22,3475.64,10.0,19.09
2018-06-29,Schweppes,Refrigerante,176,109.12,0.0,109.12,0.0,0.0,0.0
2019-12-07,Sprite,Refrigerante,200,121.52,6.08,115.44,0.0,5.0,1.04
2024-08-16,Monster,Energetico,572,789.47,0.0,789.47,4218.58,0.0,25.36
2018-06-03,Coca-Cola Zero,Refrigerante,211,132.13,6.61,125.52,0.0,5.0,0.0
2022-11-17,Fanta,Refrigerante,506,310.58,15.53,295.05,4518.23,5.0,25.58
2019-11-03,Coca-Cola Classica,Refrigerante,452,285.84,28.58,257.26,3770.99,10.0,20.38
2025-12-13,Coca-Cola Diet,Refrigerante,406,251.72,0.0,251.72,3178.09,0.0,18.03
2020-06-24,Coca-Cola Diet,Refrigerante,200,124.0,0.0,124.0,0.0,0.0,2.35
2023-09-20,Sprite,Refrigerante,217,131.85,6.59,125.26,0.0,5.0,0.76
2025-04-19,Coca-Cola Classica,Refrigerante,414,261.81,13.09,248.72,3273.29,5.0,15.34
2022-01-03,Powerade,Bebida Esportiva,367,318.78,15.94,302.84,2241.51,5.0,13.01
2025-01-26,Coca-Cola Zero,Refrigerante,239,149.66,0.0,149.66,680.76,0.0,5.59
2019-12-05,Coca-Cola Classica,Refrigerante,256,161.89,0.0,161.89,1101.42,0.0,5.73
2023-09-05,Coca-Cola Diet,Refrigerante,311,192.82,19.28,173.54,1434.31,10.0,9.38
2020-09-27,Dasani,Agua,286,97.24,0.0,97.24,3236.45,0.0,16.77
2021-05-31,Coca-Cola Zero,Refrigerante,372,232.95,0.0,232.95,2838.09,0.0,13.38
2020-11-04,Coca-Cola Zero,Refrigerante,333,208.52,20.85,187.67,2306.46,10.0,12.9
2019-08-21,Coca-Cola Classica,Refrigerante,313,197.94,0.0,197.94,2543.36,0.0,11.35
2018-08-09,Fanta,Refrigerante,442,271.3,13.56,257.74,3811.05,5.0,20.6
2022-02-17,Powerade,Bebida Esportiva,456,396.08,0.0,396.08,3590.13,0.0,21.68
2020-11-10,Schweppes,Refrigerante,439,272.18,27.22,244.96,3519.72,10.0,16.49
2018-12-25,Fanta,Refrigerante,216,132.58,6.63,125.95,113.88,5.0,0.0
2020-03-19,Minute Maid,Suco,496,357.12,35.71,321.41,4832.53,10.0,25.03
2018-04-13,Schweppes,Refrigerante,443,274.66,0.0,274.66,3853.35,0.0,21.1
2022-05-08,Schweppes,Refrigerante,390,241.8,12.09,229.71,2824.33,5.0,14.99
2024-05-31,Sprite,Refrigerante,515,312.91,15.65,297.26,4114.89,5.0,24.73
2020-01-26,Monster,Energetico,412,568.64,0.0,568.64,2619.85,0.0,15.84
2021-09-07,Fanta,Refrigerante,378,232.02,0.0,232.02,2940.51,0.0,16.92
2021-05-13,Fanta,Refrigerante,357,219.13,0.0,219.13,2172.4,0.0,12.17
2018-09-15,Coca-Cola Classica,Refrigerante,441,278.89,27.89,251.0,3551.81,10.0,20.12
2022-07-08,Sprite,Refrigerante,196,119.09,5.95,113.14,0.0,5.0,0.0
2021-08-16,Coca-Cola Zero,Refrigerante,448,280.54,14.03,266.51,3575.59,5.0,20.95
2022-06-08,Coca-Cola Zero,Refrigerante,299,187.23,9.36,177.87,1356.81,5.0,5.79
2021-12-02,Coca-Cola Classica,Refrigerante,348,220.08,11.0,209.08,2584.81,5.0,15.47
2021-01-05,Coca-Cola Diet,Refrigerante,315,195.3,9.76,185.54,1808.38,5.0,11.73
2025-05-18,Sprite,Refrigerante,306,185.93,0.0,185.93,1747.61,0.0,9.93
2021-12-27,Monster,Energetico,210,289.84,14.49,275.35,0.0,5.0,0.0
2023-11-21,Powerade,Bebida Esportiva,445,386.53,0.0,386.53,3656.61,0.0,20.71
2024-09-02,Minute Maid,Suco,479,344.88,34.49,310.39,4294.01,10.0,19.32
2018-06-05,Sprite,Refrigerante,271,164.66,16.47,148.19,1327.26,10.0,7.75
2018-12-26,Sprite,Refrigerante,228,138.53,0.0,138.53,984.52,0.0,5.24
2021-05-14,Coca-Cola Diet,Refrigerante,178,110.36,5.52,104.84,0.0,5.0,0.0
2018-11-25,Coca-Cola Diet,Refrigerante,519,321.78,0.0,321.78,4146.21,0.0,23.86
2025-02-10,Coca-Cola Diet,Refrigerante,350,217.0,21.7,195.3,3025.62,10.0,16.53
2020-01-23,Sprite,Refrigerante,143,86.89,8.69,78.2,0.0,10.0,0.0
2019-04-26,Sprite,Refrigerante,157,95.39,9.54,85.85,0.0,10.0,0.0
2020-07-01,Powerade,Bebida Esportiva,506,439.51,0.0,439.51,3460.34,0.0,19.13
2021-09-23,Coca-Cola Diet,Refrigerante,397,246.14,0.0,246.14,2798.76,0.0,15.57
2024-07-16,Schweppes,Refrigerante,436,270.32,0.0,270.32,3155.54,0.0,17.6
2022-05-27,Dasani,Agua,433,147.22,0.0,147.22,4814.26,0.0,28.04
2021-06-24,Dasani,Agua,177,60.18,0.0,60.18,1403.95,0.0,6.09
2018-06-06,Coca-Cola Diet,Refrigerante,247,153.14,0.0,153.14,745.13,0.0,4.36
2023-02-26,Fanta,Refrigerante,358,219.74,21.97,197.77,2353.75,10.0,14.88
2021-07-25,Dasani,Agua,114,38.76,0.0,38.76,0.0,0.0,0.0
2021-04-10,Sprite,Refrigerante,372,226.03,0.0,226.03,2618.01,0.0,14.67
2019-10-20,Coca-Cola Zero,Refrigerante,382,239.21,23.92,215.29,2603.58,10.0,13.44
2025-12-01,Fanta,Refrigerante,184,112.94,5.65,107.29,0.0,5.0,0.0
2023-11-17,Coca-Cola Diet,Refrigerante,431,267.22,13.36,253.86,3088.65,5.0,15.63
2020-05-26,Schweppes,Refrigerante,413,256.06,12.8,243.26,2831.18,5.0,15.32
2022-09-13,Minute Maid,Suco,287,206.64,20.66,185.98,2497.53,10.0,16.5
2020-07-13,Schweppes,Refrigerante,408,252.96,12.65,240.31,3795.66,5.0,18.98
2025-10-05,Minute Maid,Suco,165,118.8,5.94,112.86,0.0,5.0,0.0
2021-12-21,Schweppes,Refrigerante,210,130.2,6.51,123.69,0.0,5.0,0.0
2023-03-05,Sprite,Refrigerante,336,204.15,0.0,204.15,2425.07,0.0,15.93
2023-03-26,Powerade,Bebida Esportiva,363,315.3,0.0,315.3,2659.0,0.0,13.93
2020-03-19,Minute Maid,Suco,325,234.0,11.7,222.3,2433.61,5.0,13.35
2020-08-20,Coca-Cola Zero,Refrigerante,203,127.12,0.0,127.12,0.0,0.0,0.0
2024-10-05,Coca-Cola Classica,Refrigerante,448,283.32,14.17,269.15,2971.64,5.0,14.93
2025-12-04,Sprite,Refrigerante,310,188.36,0.0,188.36,1565.63,0.0,8.26
2023-01-06,Minute Maid,Suco,415,298.8,0.0,298.8,3796.57,0.0,24.57
2020-08-09,Coca-Cola Zero,Refrigerante,189,118.35,0.0,118.35,421.97,0.0,4.41
2024-12-26,Schweppes,Refrigerante,465,288.3,28.83,259.47,3799.49,10.0,19.62
2018-01-24,Coca-Cola Classica,Refrigerante,517,326.95,0.0,326.95,4591.48,0.0,26.22
2022-04-08,Schweppes,Refrigerante,417,258.54,12.93,245.61,3498.24,5.0,17.99
2019-07-03,Coca-Cola Zero,Refrigerante,494,309.34,30.93,278.41,3505.97,10.0,16.62
2020-10-18,Dasani,Agua,383,130.22,0.0,130.22,3175.0,0.0,18.99
2023-09-28,Powerade,Bebida Esportiva,324,281.43,14.07,267.36,1147.59,5.0,8.05
2022-08-15,Powerade,Bebida Esportiva,187,162.43,0.0,162.43,0.0,0.0,1.57
2019-12-17,Coca-Cola Diet,Refrigerante,477,295.74,0.0,295.74,3679.27,0.0,19.53
2025-04-24,Coca-Cola Zero,Refrigerante,494,309.34,15.47,293.87,3979.08,5.0,21.63
2024-04-25,Monster,Energetico,251,346.43,34.64,311.79,0.0,10.0,1.12
2021-10-21,Sprite,Refrigerante,522,317.17,0.0,317.17,4139.28,0.0,23.35
2025-10-23,Schweppes,Refrigerante,196,121.52,6.08,115.44,0.0,5.0,0.0
2023-06-18,Monster,Energetico,513,708.04,0.0,708.04,3392.82,0.0,16.23
2022-02-08,Coca-Cola Classica,Refrigerante,535,338.33,16.92,321.41,4524.43,5.0,25.06
2020-12-13,Coca-Cola Zero,Refrigerante,189,118.35,5.92,112.43,0.0,5.0,1.62
2019-06-09,Monster,Energetico,311,429.24,21.46,407.78,1539.89,5.0,6.67
2024-04-01,Coca-Cola Diet,Refrigerante,489,303.18,15.16,288.02,4086.69,5.0,23.43
2018-02-16,Schweppes,Refrigerante,176,109.12,0.0,109.12,129.15,0.0,1.21
2021-03-19,Coca-Cola Diet,Refrigerante,148,91.76,4.59,87.17,0.0,5.0,1.13
2020-04-29,Dasani,Agua,142,48.28,2.41,45.87,0.0,5.0,1.31
2019-04-05,Powerade,Bebida Esportiva,466,404.77,20.24,384.53,2839.05,5.0,14.57
2022-07-02,Minute Maid,Suco,368,264.96,0.0,264.96,2589.72,0.0,11.82
2023-01-16,Fanta,Refrigerante,216,132.58,0.0,132.58,398.57,0.0,1.39
2023-03-07,Dasani,Agua,424,144.16,0.0,144.16,3869.61,0.0,22.62
2021-03-05,Coca-Cola Classica,Refrigerante,343,216.91,0.0,216.91,2165.39,0.0,11.1
2021-06-06,Fanta,Refrigerante,277,170.02,0.0,170.02,1223.73,0.0,5.69
2025-04-18,Monster,Energetico,373,514.81,0.0,514.81,2142.35,0.0,9.05
2022-04-06,Schweppes,Refrigerante,209,129.58,6.48,123.1,254.96,5.0,4.03
2020-12-20,Coca-Cola Classica,Refrigerante,505,319.36,0.0,319.36,4307.69,0.0,24.93
2021-10-01,Fanta,Refrigerante,175,107.42,10.74,96.68,361.44,10.0,3.14
2021-07-09,Powerade,Bebida Esportiva,310,269.27,13.46,255.81,1347.4,5.0,8.86
2023-11-16,Dasani,Agua,98,33.32,1.67,31.65,0.0,5.0,0.87
2022-01-19,Coca-Cola Classica,Refrigerante,484,306.08,15.3,290.78,3456.82,5.0,18.65
2023-08-14,Coca-Cola Zero,Refrigerante,549,343.78,17.19,326.59,4620.64,5.0,25.17
2025-10-15,Schweppes,Refrigerante,415,257.3,12.86,244.44,3134.0,5.0,16.6
2022-10-10,Dasani,Agua,389,132.26,13.23,119.03,3774.29,10.0,24.71
2022-07-13,Sprite,Refrigerante,317,192.61,9.63,182.98,1806.16,5.0,10.77
2019-10-25,Coca-Cola Classica,Refrigerante,175,110.67,5.53,105.14,0.0,5.0,0.0
2020-02-24,Sprite,Refrigerante,203,123.34,6.17,117.17,673.98,5.0,4.41
2019-08-22,Schweppes,Refrigerante,466,288.92,14.45,274.47,3861.31,5.0,19.72
2018-09-08,Dasani,Agua,388,131.92,0.0,131.92,4091.25,0.0,24.76
2018-10-18,Dasani,Agua,198,67.32,3.37,63.95,1729.01,5.0,8.52
2023-01-19,Dasani,Agua,280,95.2,4.76,90.44,2231.07,5.0,13.02
2018-10-18,Schweppes,Refrigerante,338,209.56,20.96,188.6,1969.94,10.0,12.43
2023-05-01,Minute Maid,Suco,438,315.36,15.77,299.59,4575.33,5.0,25.74
2020-03-02,Coca-Cola Zero,Refrigerante,192,120.23,6.01,114.22,203.04,5.0,1.26
2025-02-11,Minute Maid,Suco,500,360.0,36.0,324.0,4466.02,10.0,24.58
2020-12-11,Coca-Cola Diet,Refrigerante,206,127.72,6.39,121.33,0.0,5.0,0.0
2024-09-11,Sprite,Refrigerante,352,213.88,0.0,213.88,1953.35,0.0,9.88
2019-10-11,Powerade,Bebida Esportiva,566,491.63,0.0,491.63,4731.83,0.0,25.35
2018-07-27,Monster,Energetico,563,777.05,0.0,777.05,4581.72,0.0,27.42
2018-10-13,Powerade,Bebida Esportiva,440,382.18,0.0,382.18,3421.97,0.0,18.66
2024-04-15,Powerade,Bebida Esportiva,527,457.75,0.0,457.75,4107.01,0.0,21.41
2022-05-11,Coca-Cola Classica,Refrigerante,189,119.52,5.98,113.54,0.0,5.0,0.0
2018-01-13,Monster,Energetico,300,414.06,20.7,393.36,366.0,5.0,3.66
2018-02-09,Monster,Energetico,384,530.0,0.0,530.0,1558.27,0.0,9.58
2020-03-09,Fanta,Refrigerante,212,130.13,6.51,123.62,467.4,5.0,3.41
2025-08-14,Coca-Cola Zero,Refrigerante,284,177.84,0.0,177.84,1803.14,0.0,9.53
2025-03-28,Schweppes,Refrigerante,384,238.08,23.81,214.27,2831.2,10.0,16.43
2024-09-09,Minute Maid,Suco,274,197.28,0.0,197.28,1715.19,0.0,8.47
2018-11-27,Coca-Cola Diet,Refrigerante,497,308.14,15.41,292.73,4289.63,5.0,23.2
2022-01-10,Minute Maid,Suco,465,334.8,0.0,334.8,4519.41,0.0,26.31
2022-03-29,Minute Maid,Suco,342,246.24,12.31,233.93,2607.09,5.0,15.65
2020-09-27,Monster,Energetico,401,553.46,0.0,553.46,2318.56,0.0,11.28
2020-10-15,Sprite,Refrigerante,164,99.65,4.98,94.67,0.0,5.0,0.0
2021-02-28,Dasani,Agua,129,43.86,0.0,43.86,281.98,0.0,1.71
2023-10-17,Sprite,Refrigerante,471,286.18,28.62,257.56,4018.02,10.0,24.69
2023-02-26,Sprite,Refrigerante,344,209.01,10.45,198.56,2107.51,5.0,8.72
2023-08-20,Coca-Cola Diet,Refrigerante,187,115.94,5.8,110.14,0.0,5.0,0.42
2023-09-28,Minute Maid,Suco,400,288.0,28.8,259.2,3847.19,10.0,19.1
2021-04-20,Powerade,Bebida Esportiva,570,495.1,49.51,445.59,4960.2,10.0,26.33
2023-12-19,Minute Maid,Suco,501,360.72,0.0,360.72,4339.71,0.0,23.32
2024-02-23,Fanta,Refrigerante,404,247.98,0.0,247.98,3371.63,0.0,17.91
2021-05-16,Coca-Cola Zero,Refrigerante,208,130.25,0.0,130.25,1084.56,0.0,5.16
2024-03-13,Sprite,Refrigerante,166,100.86,0.0,100.86,437.13,0.0,2.42
2021-11-11,Sprite,Refrigerante,191,116.05,5.8,110.25,137.42,5.0,0.0
2018-03-11,Schweppes,Refrigerante,243,150.66,15.07,135.59,826.42,10.0,2.35
2018-11-15,Schweppes,Refrigerante,331,205.22,20.52,184.7,2055.36,10.0,12.47
2024-11-16,Minute Maid,Suco,360,259.2,12.96,246.24,2529.44,5.0,15.04
2022-08-09,Dasani,Agua,165,56.1,2.8,53.3,1758.61,5.0,10.94
2024-10-03,Dasani,Agua,394,133.96,13.4,120.56,3783.72,10.0,18.5
2019-12-21,Powerade,Bebida Esportiva,391,339.62,33.96,305.66,1892.03,10.0,10.85
2021-06-26,Monster,Energetico,212,292.6,0.0,292.6,0.0,0.0,1.01
2020-10-08,Coca-Cola Zero,Refrigerante,402,251.73,12.59,239.14,3092.59,5.0,15.46
2019-11-29,Minute Maid,Suco,458,329.76,32.98,296.78,4484.45,10.0,24.68
2023-11-25,Fanta,Refrigerante,370,227.11,0.0,227.11,2827.35,0.0,15.38
2020-03-14,Powerade,Bebida Esportiva,202,175.46,0.0,175.46,0.0,0.0,2.76
2021-12-13,Minute Maid,Suco,236,169.92,16.99,152.93,809.57,10.0,7.34
2020-09-02,Coca-Cola Diet,Refrigerante,226,140.12,14.01,126.11,0.0,10.0,0.0
2025-09-25,Minute Maid,Suco,476,342.72,34.27,308.45,4594.3,10.0,29.01
2019-06-20,Minute Maid,Suco,213,153.36,7.67,145.69,336.11,5.0,0.48
2020-01-18,Fanta,Refrigerante,549,336.98,0.0,336.98,4906.64,0.0,28.46
2022-08-05,Coca-Cola Zero,Refrigerante,360,225.43,0.0,225.43,1814.04,0.0,11.43
2020-05-14,Monster,Energetico,570,786.71,39.34,747.37,4432.35,5.0,22.88
2024-08-23,Dasani,Agua,457,155.38,7.77,147.61,4714.45,5.0,26.67
2018-04-13,Coca-Cola Diet,Refrigerante,262,162.44,8.12,154.32,977.55,5.0,5.22
2024-01-06,Sprite,Refrigerante,259,157.37,7.87,149.5,0.0,5.0,0.83
2024-05-16,Powerade,Bebida Esportiva,371,322.25,0.0,322.25,1857.94,0.0,10.56
2025-03-24,Powerade,Bebida Esportiva,357,310.09,15.5,294.59,2194.64,5.0,13.87
2022-03-30,Powerade,Bebida Esportiva,425,369.16,0.0,369.16,2549.87,0.0,14.14
2020-02-20,Monster,Energetico,349,481.69,0.0,481.69,1575.42,0.0,8.41
2020-12-19,Monster,Energetico,288,397.5,0.0,397.5,798.54,0.0,6.04
2019-04-29,Fanta,Refrigerante,301,184.75,0.0,184.75,1315.0,0.0,8.1
2024-06-26,Sprite,Refrigerante,448,272.2,27.22,244.98,3557.2,10.0,20.66
2025-05-14,Sprite,Refrigerante,361,219.34,0.0,219.34,2314.38,0.0,11.73
2020-12-24,Dasani,Agua,143,48.62,0.0,48.62,562.04,0.0,1.52
2021-03-24,Fanta,Refrigerante,326,200.1,10.01,190.09,1837.93,5.0,9.26
2023-10-21,Dasani,Agua,111,37.74,1.89,35.85,0.0,5.0,0.0
2025-07-14,Monster,Energetico,271,374.03,0.0,374.03,1054.28,0.0,6.98
2019-08-30,Fanta,Refrigerante,451,276.82,0.0,276.82,3396.36,0.0,20.14
2023-04-10,Coca-Cola Diet,Refrigerante,365,226.3,0.0,226.3,2792.75,0.0,15.13
2022-09-22,Dasani,Agua,345,117.3,5.86,111.44,3744.21,5.0,22.74
2023-10-20,Powerade,Bebida Esportiva,356,309.22,0.0,309.22,1960.69,0.0,12.84
2019-11-02,Coca-Cola Classica,Refrigerante,413,261.18,0.0,261.18,3072.36,0.0,17.26
2024-07-06,Coca-Cola Classica,Refrigerante,163,103.08,0.0,103.08,0.0,0.0,0.0
2021-08-22,Monster,Energetico,465,641.79,32.09,609.7,2726.13,5.0,17.36
2019-07-31,Coca-Cola Classica,Refrigerante,427,270.03,0.0,270.03,3739.69,0.0,20.48
2025-09-25,Coca-Cola Zero,Refrigerante,215,134.63,13.46,121.17,607.39,10.0,3.53
2021-08-12,Monster,Energetico,290,400.26,0.0,400.26,857.34,0.0,4.21
2022-08-16,Sprite,Refrigerante,179,108.76,5.44,103.32,0.0,5.0,0.0
2022-04-16,Sprite,Refrigerante,268,162.84,0.0,162.84,1074.31,0.0,3.71
2020-03-24,Powerade,Bebida Esportiva,386,335.28,0.0,335.28,2687.12,0.0,15.73
2022-07-03,Fanta,Refrigerante,339,208.08,0.0,208.08,1882.68,0.0,9.18
2020-11-26,Schweppes,Refrigerante,236,146.32,14.63,131.69,726.36,10.0,8.58
2021-10-01,Minute Maid,Suco,354,254.88,25.49,229.39,3484.65,10.0,17.54
2024-12-18,Dasani,Agua,51,17.34,0.0,17.34,0.0,0.0,0.0
2018-02-17,Coca-Cola Diet,Refrigerante,296,183.52,0.0,183.52,1550.92,0.0,9.3
2025-05-28,Fanta,Refrigerante,319,195.8,19.58,176.22,1929.38,10.0,12.91
2024-05-01,Minute Maid,Suco,205,147.6,7.38,140.22,905.75,5.0,5.08
