id_registro,data,loja,entradas,horas_equipe,investimento_divulgacao,canal_divulgacao,desconto_campanha_pct,disponibilidade_produtos_pct,espera_media_min,cupons_emitidos,receita_liquida,lucro_bruto
R02779,2025-02-08,L2,194,45.1,142.31,Redes sociais,10,96.7,8.0,72,4804.05,1599.09
R02780,2025-02-08,L1,235,46.2,227.72,Mídia local,0,96.5,9.9,57,3823.99,1547.00
R02781,2025-02-08,L7,187,40.0,0.00,Sem divulgação,10,96.3,10.3,41,2529.22,783.39
R02782,2025-02-08,L6,202,43.0,0.00,Sem divulgação,10,97.7,9.3,65,4286.65,1538.75
R02783,2025-02-08,L3,323,47.9,115.68,Redes sociais,0,99.1,14.4,53,4182.93,1495.64
R02784,2025-02-08,L5,367,61.2,218.07,Redes sociais,15,97.1,12.1,98,7700.10,2641.40
R02785,2025-02-10,L4,97,28.4,0.00,Sem divulgação,10,95.3,6.2,43,3293.00,1132.71
R02786,2025-02-10,L8,133,32.6,105.39,WhatsApp,5,97.1,7.8,51,3794.03,1421.91
R02787,2025-02-10,L2,194,41.2,127.93,Mídia local,10,96.5,10.5,67,4142.01,1328.89
R02788,2025-02-10,L1,231,43.9,324.57,Mídia local,5,96.0,11.2,50,2449.78,949.74
R02789,2025-02-10,L7,173,39.8,0.00,Sem divulgação,15,94.0,9.9,40,3166.44,955.12
R02790,2025-02-10,L6,242,45.0,189.66,Redes sociais,5,93.6,10.5,42,3274.32,1124.30
R02791,2025-02-10,L3,243,41.9,0.00,Sem divulgação,15,96.9,12.9,36,2423.99,734.73
R02792,2025-02-10,L5,334,50.6,139.32,Redes sociais,0,94.7,14.4,47,3732.17,1429.71
R02793,2025-02-11,L4,143,41.6,163.67,Redes sociais,0,95.3,7.6,58,3707.82,1432.05
R02794,2025-02-11,L8,110,31.1,0.00,Sem divulgação,0,95.1,7.1,28,2001.70,798.71
R02795,2025-02-11,L2,200,36.9,123.61,WhatsApp,15,98.2,11.3,55,3803.47,1217.88
R02796,2025-02-11,L1,220,38.6,179.66,WhatsApp,15,95.4,11.8,66,3512.76,1271.35
R02797,2025-02-11,L7,195,41.4,170.08,Mídia local,10,96.1,9.2,39,2958.58,951.68
R02798,2025-02-11,L6,190,41.3,0.00,Sem divulgação,10,96.3,11.1,52,4290.79,1419.65
R02799,2025-02-11,L3,192,37.7,0.00,Sem divulgação,0,93.6,11.8,23,1611.62,547.06
R02800,2025-02-11,L5,271,48.3,146.01,WhatsApp,15,95.4,12.4,67,5715.76,1882.92
R02801,2025-02-12,L4,157,40.5,98.36,Redes sociais,5,95.1,7.5,60,5062.17,1964.46
R02802,2025-02-12,L8,121,34.7,0.00,Sem divulgação,0,94.2,7.1,36,2347.51,940.86
R02803,2025-02-12,L2,230,47.5,170.86,WhatsApp,5,94.9,9.6,65,4622.35,1608.62
R02804,2025-02-12,L1,239,48.0,97.09,Mídia local,0,98.3,10.2,59,3764.15,1541.08
R02805,2025-02-12,L7,224,44.9,128.15,WhatsApp,15,92.9,10.0,46,3911.48,1213.38
R02806,2025-02-12,L6,170,44.9,0.00,Sem divulgação,10,98.2,6.8,61,3865.22,1347.50
R02807,2025-02-12,L3,297,53.1,141.89,WhatsApp,10,98.7,12.2,61,5158.79,1615.27
R02808,2025-02-12,L5,253,51.8,0.00,Sem divulgação,0,92.8,10.6,38,2795.72,1079.22
R02809,2025-02-13,L4,104,24.3,0.00,Sem divulgação,0,98.2,7.2,41,3009.51,1172.71
R02810,2025-02-13,L8,125,34.7,0.00,Sem divulgação,10,96.5,7.4,48,2474.57,899.13
R02811,2025-02-13,L2,159,42.4,125.52,Redes sociais,10,83.6,7.2,35,2506.44,810.48
R02812,2025-02-13,L1,193,37.3,0.00,Sem divulgação,15,97.1,8.8,73,3727.15,1358.33
R02813,2025-02-13,L7,199,48.2,143.89,Redes sociais,10,96.8,8.0,75,6259.55,1925.05
R02814,2025-02-13,L6,237,48.8,165.21,Mídia local,10,93.8,10.9,65,4017.84,1366.24
R02815,2025-02-13,L3,310,43.0,203.77,Mídia local,10,97.5,16.3,40,3308.41,1087.19
R02816,2025-02-13,L5,150,42.1,0.00,Sem divulgação,0,93.0,8.8,28,2152.34,832.45
R02817,2025-02-14,L4,100,29.6,0.00,Sem divulgação,0,98.0,6.3,42,3064.30,1223.08
R02818,2025-02-14,L8,217,33.9,137.73,Redes sociais,5,94.8,14.3,43,3056.84,1194.84
R02819,2025-02-14,L2,204,35.4,55.39,Redes sociais,20,94.7,13.2,60,3821.75,1097.49
R02820,2025-02-14,L1,181,48.9,183.25,Redes sociais,15,95.3,8.2,73,4520.92,1607.77
R02821,2025-02-14,L7,193,37.9,0.00,Sem divulgação,0,93.9,9.1,44,3238.21,1146.44
R02822,2025-02-14,L6,252,44.9,132.67,Mídia local,10,94.1,11.7,64,3996.89,1406.22
R02823,2025-02-14,L3,276,53.0,136.59,Mídia local,0,94.1,11.3,27,2085.15,708.10
R02824,2025-02-14,L5,352,55.8,109.22,Redes sociais,0,97.1,15.5,35,2425.61,955.13
R02825,2025-02-15,L4,169,34.8,91.61,WhatsApp,5,94.5,9.6,62,3904.98,1354.83
R02826,2025-02-15,L8,147,31.7,0.00,Sem divulgação,10,96.0,7.4,71,4314.27,1614.24
R02827,2025-02-15,L2,184,32.5,0.00,Sem divulgação,20,96.2,11.3,70,4773.07,1393.42
R02828,2025-02-15,L1,193,39.5,0.00,Sem divulgação,0,99.6,9.0,68,3783.13,1580.79
R02829,2025-02-15,L7,280,51.1,320.20,WhatsApp,15,93.7,12.0,47,3309.43,970.25
R02830,2025-02-15,L6,308,52.8,195.56,Redes sociais,10,94.8,12.1,81,5558.63,1879.31
R02831,2025-02-15,L3,265,46.8,0.00,Sem divulgação,5,84.4,12.9,23,1949.96,636.38
R02832,2025-02-15,L5,290,46.7,0.00,Sem divulgação,0,93.5,14.7,38,3094.38,1148.50
R02833,2025-02-17,L4,151,35.4,176.75,Redes sociais,0,98.0,6.0,56,3623.38,1357.31
R02834,2025-02-17,L8,195,33.4,273.55,WhatsApp,5,97.9,11.6,52,2920.32,1111.24
R02835,2025-02-17,L2,187,40.5,138.04,WhatsApp,0,94.6,8.4,49,3427.29,1283.24
R02836,2025-02-17,L1,220,37.7,0.00,Sem divulgação,5,99.2,11.7,64,4019.09,1572.42
R02837,2025-02-17,L7,224,45.3,218.84,Redes sociais,0,95.0,11.0,39,3589.19,1260.49
R02838,2025-02-17,L6,271,41.4,86.53,Redes sociais,10,95.7,13.3,70,3847.14,1356.07
R02839,2025-02-17,L3,281,52.4,96.84,Redes sociais,0,94.7,12.3,36,2442.41,856.59
R02840,2025-02-17,L5,309,58.0,172.68,Mídia local,0,92.6,10.8,46,3402.47,1309.68
R02841,2025-02-18,L4,188,38.8,329.22,Redes sociais,15,98.3,9.2,84,4620.71,1478.71
R02842,2025-02-18,L8,141,35.2,109.81,Redes sociais,0,95.7,7.4,44,3366.05,1340.74
R02843,2025-02-18,L2,159,33.0,0.00,Sem divulgação,5,95.3,9.8,35,2748.95,993.07
R02844,2025-02-18,L1,207,42.0,118.73,WhatsApp,10,96.9,9.4,63,3963.65,1493.22
R02845,2025-02-18,L7,242,46.3,123.64,Mídia local,5,84.1,12.6,24,1723.41,603.91
R02846,2025-02-18,L6,182,43.3,55.13,WhatsApp,10,95.4,9.2,45,2978.69,1036.26
R02847,2025-02-18,L3,266,43.0,139.40,WhatsApp,5,87.2,12.8,36,2919.79,979.20
R02848,2025-02-18,L5,218,50.1,0.00,Sem divulgação,15,93.7,10.3,50,3872.08,1316.25
R02849,2025-02-19,L4,203,40.2,297.95,Mídia local,0,96.7,8.5,65,3225.53,1231.78
R02850,2025-02-19,L8,191,32.4,221.02,Redes sociais,10,95.8,11.0,60,4449.67,1667.07
R02851,2025-02-19,L2,117,36.4,0.00,Sem divulgação,0,95.0,6.1,37,2931.95,1119.27
R02852,2025-02-19,L1,202,45.2,122.46,Mídia local,20,98.7,8.2,62,3190.24,1106.11
R02853,2025-02-19,L7,197,36.4,0.00,Sem divulgação,0,97.4,11.9,42,2870.14,1030.32
R02854,2025-02-19,L6,203,39.7,0.00,Sem divulgação,10,95.9,9.9,58,4046.29,1421.99
R02855,2025-02-19,L3,228,47.9,67.17,Redes sociais,5,97.0,9.8,54,4698.92,1543.29
R02856,2025-02-19,L5,274,45.7,0.00,Sem divulgação,10,95.4,14.4,40,2588.45,909.57
R02857,2025-02-20,L4,137,36.3,103.92,Redes sociais,0,96.0,6.8,52,3873.53,1498.54
R02858,2025-02-20,L8,162,32.4,83.47,Redes sociais,0,99.3,10.3,44,3221.77,1267.65
R02859,2025-02-20,L2,216,37.5,163.43,Mídia local,10,96.9,12.0,60,4368.61,1345.41
R02860,2025-02-20,L1,230,44.2,245.94,WhatsApp,15,97.6,10.6,69,4320.14,1549.72
R02861,2025-02-20,L7,171,43.9,92.34,Mídia local,5,93.4,7.8,43,3320.18,1197.45
R02862,2025-02-20,L6,275,50.9,147.47,WhatsApp,15,93.5,11.6,76,4454.56,1480.08
R02863,2025-02-20,L3,258,51.6,147.21,Mídia local,5,93.4,11.5,39,3285.45,1055.14
R02864,2025-02-20,L5,201,45.9,0.00,Sem divulgação,15,92.5,8.0,44,3355.96,1042.23
R02865,2025-02-21,L4,128,26.3,0.00,Sem divulgação,10,98.2,8.2,57,4036.89,1422.54
R02866,2025-02-21,L8,141,33.9,90.68,Mídia local,5,95.4,7.7,55,3923.45,1517.47
R02867,2025-02-21,L2,148,41.0,0.00,Sem divulgação,20,94.5,7.4,48,3314.37,986.15
R02868,2025-02-21,L1,265,36.7,230.59,Redes sociais,5,98.4,15.1,42,2524.78,958.83
R02869,2025-02-21,L7,205,43.4,72.17,WhatsApp,10,97.4,11.4,58,4141.74,1443.61
R02870,2025-02-21,L6,247,47.1,121.52,Mídia local,15,95.1,10.1,49,2791.95,885.73
R02871,2025-02-21,L3,200,59.2,136.54,Redes sociais,5,97.5,6.8,57,4848.97,1609.61
R02872,2025-02-21,L5,262,44.1,0.00,Sem divulgação,15,86.8,13.3,37,2368.06,854.32
R02873,2025-02-22,L4,118,29.0,0.00,Sem divulgação,15,96.8,8.9,46,2679.93,875.24
R02874,2025-02-22,L8,216,35.8,134.19,Redes sociais,0,95.5,12.2,54,3881.30,1562.57
R02875,2025-02-22,L2,221,46.9,215.38,Redes sociais,15,97.5,11.0,90,6213.20,2040.40
R02876,2025-02-22,L1,243,50.9,134.80,Redes sociais,0,95.6,10.1,74,4228.86,1675.87
R02877,2025-02-22,L7,192,38.8,0.00,Sem divulgação,0,97.0,10.5,55,3945.58,1434.45
R02878,2025-02-22,L6,274,50.4,251.44,Mídia local,0,95.1,11.0,59,3773.65,1381.70
R02879,2025-02-22,L3,287,54.0,175.84,Mídia local,15,91.1,11.6,40,2724.50,756.29
R02880,2025-02-22,L5,218,59.6,50.29,Redes sociais,0,93.6,7.2,40,2974.23,1189.18
R02881,2025-02-24,L4,160,39.0,169.89,Redes sociais,15,96.7,6.2,59,3619.06,1182.65
R02882,2025-02-24,L8,185,39.2,232.99,Mídia local,10,95.8,8.6,63,3705.35,1288.19
R02883,2025-02-24,L2,137,29.6,0.00,Sem divulgação,10,94.8,9.1,42,2824.73,908.45
R02884,2025-02-24,L1,176,36.6,0.00,Sem divulgação,15,96.9,8.7,59,3306.28,1107.80
R02885,2025-02-24,L7,204,38.8,0.00,Sem divulgação,0,97.5,11.6,43,3318.52,1179.90
R02886,2025-02-24,L6,219,50.5,182.55,WhatsApp,0,96.3,9.2,39,3300.32,1293.09
R02887,2025-02-24,L3,254,54.3,141.06,Redes sociais,5,96.4,10.6,41,3369.50,1115.25
R02888,2025-02-24,L5,336,56.3,155.26,Mídia local,20,95.3,12.3,67,4021.01,1251.43
R02889,2025-02-25,L4,128,24.4,0.00,Sem divulgação,10,99.5,8.4,57,3741.46,1294.78
R02890,2025-02-25,L8,147,38.2,160.62,Redes sociais,10,95.9,7.1,51,3204.93,1163.27
R02891,2025-02-25,L2,183,37.2,133.89,WhatsApp,5,91.5,7.5,52,3860.13,1341.46
R02892,2025-02-25,L1,221,41.6,167.58,WhatsApp,5,97.3,10.5,60,3296.72,1297.70
R02893,2025-02-25,L7,155,36.9,0.00,Sem divulgação,20,84.7,9.6,22,1497.57,387.03
R02894,2025-02-25,L6,263,44.4,165.79,WhatsApp,10,94.0,12.2,76,5890.99,2110.95
R02895,2025-02-25,L3,199,46.0,0.00,Sem divulgação,10,96.2,9.7,33,2369.05,737.91
R02896,2025-02-25,L5,269,50.6,208.71,Redes sociais,0,94.2,11.5,34,2875.33,1136.09
R02897,2025-02-26,L4,137,34.0,0.00,Sem divulgação,20,95.7,6.3,59,4805.10,1559.43
R02898,2025-02-26,L8,207,40.3,167.85,WhatsApp,0,96.3,11.5,50,3318.50,1307.83
R02899,2025-02-26,L2,223,37.2,171.52,WhatsApp,0,96.6,11.6,48,3296.29,1237.87
R02900,2025-02-26,L1,179,42.4,94.84,Mídia local,0,96.5,9.2,50,3046.60,1212.71
R02901,2025-02-26,L7,222,43.5,88.96,Redes sociais,15,92.6,9.4,65,5057.18,1564.78
R02902,2025-02-26,L6,214,49.8,219.29,WhatsApp,5,93.9,11.0,47,2964.15,1070.11
R02903,2025-02-26,L3,204,50.3,0.00,Sem divulgação,0,96.0,8.1,58,5088.41,1700.05
R02904,2025-02-26,L5,264,43.9,0.00,Sem divulgação,0,94.0,14.5,53,3553.31,1351.39
R02905,2025-02-27,L4,156,40.0,300.21,WhatsApp,10,96.9,6.7,53,3650.52,1235.78
R02906,2025-02-27,L8,165,43.7,105.18,Mídia local,15,97.8,7.9,61,4108.22,1449.66
R02907,2025-02-27,L2,203,41.4,82.54,Redes sociais,0,94.4,8.6,55,4786.67,1710.83
R02908,2025-02-27,L1,146,37.8,0.00,Sem divulgação,15,99.0,7.3,58,2929.10,1017.46
R02909,2025-02-27,L7,195,45.6,228.98,Redes sociais,5,94.9,8.8,42,3156.95,1071.92
R02910,2025-02-27,L6,192,42.4,0.00,Sem divulgação,15,96.6,8.0,52,3423.24,1061.46
R02911,2025-02-27,L3,297,53.2,193.84,WhatsApp,10,96.0,11.2,40,3245.94,1023.76
R02912,2025-02-27,L5,346,51.0,93.94,Redes sociais,0,95.1,15.0,34,2652.55,1032.61
R02913,2025-02-28,L4,134,33.0,109.32,WhatsApp,10,98.5,6.5,56,4198.50,1434.46
R02914,2025-02-28,L8,198,37.5,141.70,Mídia local,5,83.6,12.5,27,1708.14,648.16
R02915,2025-02-28,L2,215,34.7,204.69,WhatsApp,10,95.6,13.6,48,3446.68,1185.41
R02916,2025-02-28,L1,185,39.6,0.00,Sem divulgação,10,95.4,9.6,77,5399.01,2043.90
R02917,2025-02-28,L7,219,47.2,174.23,Redes sociais,20,93.3,9.4,77,4677.11,1433.08
R02918,2025-02-28,L6,266,49.1,150.82,Redes sociais,10,93.5,13.6,29,1764.46,589.79
R02919,2025-02-28,L3,298,54.4,235.74,Redes sociais,10,99.2,11.9,63,4973.05,1516.96
R02920,2025-02-28,L5,277,51.5,111.08,Redes sociais,15,95.8,12.0,53,3496.83,1129.91
R02921,2025-03-01,L4,176,35.9,176.97,Redes sociais,5,96.9,9.4,65,4900.84,1803.65
R02922,2025-03-01,L8,201,40.1,124.39,Redes sociais,5,99.5,9.3,79,5500.10,2145.41
R02923,2025-03-01,L2,141,33.1,0.00,Sem divulgação,0,94.2,8.3,36,2921.63,1147.04
R02924,2025-03-01,L1,211,39.2,82.00,Redes sociais,10,95.6,10.1,72,3826.76,1440.34
R02925,2025-03-01,L7,181,41.3,0.00,Sem divulgação,5,95.8,8.7,46,3497.42,1207.60
R02926,2025-03-01,L6,225,47.7,0.00,Sem divulgação,0,94.6,11.4,67,4772.19,1720.49
R02927,2025-03-01,L3,231,44.4,0.00,Sem divulgação,10,95.7,10.8,42,3748.01,1195.93
R02928,2025-03-01,L5,272,47.3,0.00,Sem divulgação,15,96.1,12.8,64,4409.23,1480.90
R02929,2025-03-03,L4,60,24.6,0.00,Sem divulgação,20,94.6,4.2,29,1765.24,565.26
R02930,2025-03-03,L8,127,30.5,118.14,Redes sociais,5,95.7,9.6,40,2573.81,1018.57
R02931,2025-03-03,L2,138,31.4,124.51,WhatsApp,0,97.2,8.1,48,3272.42,1221.54
R02932,2025-03-03,L1,135,25.9,0.00,Sem divulgação,10,97.3,10.2,37,2209.67,846.38
R02933,2025-03-03,L7,155,31.4,150.04,Mídia local,15,94.0,9.4,45,3796.12,1147.19
R02934,2025-03-03,L6,139,32.5,0.00,Sem divulgação,10,94.6,8.8,31,2003.74,671.91
R02935,2025-03-03,L3,199,44.7,140.97,WhatsApp,15,99.0,10.2,33,2362.34,721.73
R02936,2025-03-03,L5,224,45.4,59.61,Redes sociais,0,94.8,11.0,20,1735.62,706.00
R02937,2025-03-04,L4,114,33.0,110.50,Redes sociais,0,98.6,5.7,38,2690.54,1042.15
R02938,2025-03-04,L8,145,29.1,131.15,Redes sociais,5,95.0,8.9,41,2551.04,981.85
R02939,2025-03-04,L2,149,26.8,53.93,Redes sociais,0,96.9,12.9,34,2247.63,874.90
R02940,2025-03-04,L1,160,32.4,139.22,Redes sociais,0,95.5,11.2,37,2529.09,1033.10
R02941,2025-03-04,L7,159,38.6,138.52,Mídia local,10,96.5,7.7,43,2858.91,966.19
R02942,2025-03-04,L6,187,39.7,137.37,WhatsApp,0,92.8,9.3,45,3739.80,1395.45
R02943,2025-03-04,L3,198,40.4,119.58,WhatsApp,0,95.3,10.5,45,3974.46,1433.10
R02944,2025-03-04,L5,199,36.6,73.40,Mídia local,15,97.0,11.7,42,2750.02,913.71
R02945,2025-03-05,L4,134,35.8,55.96,Redes sociais,0,95.9,7.3,55,3885.78,1449.69
R02946,2025-03-05,L8,158,40.0,76.11,Redes sociais,0,98.3,8.9,48,2842.36,1120.78
R02947,2025-03-05,L2,199,37.2,194.67,Mídia local,5,85.4,11.5,24,1671.52,587.32
R02948,2025-03-05,L1,159,45.1,77.26,Mídia local,20,95.3,7.5,56,3471.94,1113.84
R02949,2025-03-05,L7,164,33.2,0.00,Sem divulgação,5,92.6,10.6,28,2674.23,948.18
R02950,2025-03-05,L6,246,48.8,211.06,WhatsApp,0,83.9,10.6,28,1681.01,631.40
R02951,2025-03-05,L3,241,47.5,69.34,Redes sociais,5,96.5,11.0,62,5212.31,1792.87
R02952,2025-03-05,L5,240,44.0,0.00,Sem divulgação,5,96.4,11.9,45,3853.56,1412.05
R02953,2025-03-06,L4,116,27.7,0.00,Sem divulgação,20,95.9,8.1,51,3005.12,872.50
R02954,2025-03-06,L8,154,30.8,84.25,Redes sociais,10,96.1,9.0,46,2788.68,1007.00
R02955,2025-03-06,L2,108,26.6,0.00,Sem divulgação,0,95.4,6.4,32,2418.99,870.79
R02956,2025-03-06,L1,197,37.1,147.37,Redes sociais,0,96.5,10.1,47,2847.62,1164.87
R02957,2025-03-06,L7,170,30.6,0.00,Sem divulgação,10,97.1,11.0,39,3019.79,957.11
R02958,2025-03-06,L6,181,41.0,0.00,Sem divulgação,0,97.8,8.1,56,3326.30,1233.38
R02959,2025-03-06,L3,205,41.8,0.00,Sem divulgação,0,97.8,9.3,29,2718.17,962.99
R02960,2025-03-06,L5,223,45.9,198.08,Mídia local,0,92.3,11.0,26,1823.22,713.50
R02961,2025-03-07,L4,163,33.8,131.02,Redes sociais,5,96.5,8.0,58,3957.09,1400.53
R02962,2025-03-07,L8,133,28.7,62.21,Redes sociais,5,96.9,8.4,43,3132.41,1217.63
R02963,2025-03-07,L2,158,36.1,83.77,Redes sociais,5,96.3,8.4,50,3499.20,1235.41
R02964,2025-03-07,L1,174,35.5,96.12,Redes sociais,5,97.7,10.0,46,3039.41,1205.03
R02965,2025-03-07,L7,168,42.4,100.64,Mídia local,20,92.5,7.9,50,2935.14,791.99
R02966,2025-03-07,L6,240,49.5,78.62,WhatsApp,0,93.9,10.4,45,3294.81,1217.34
R02967,2025-03-07,L3,240,36.8,0.00,Sem divulgação,5,97.6,14.6,41,2791.78,942.10
R02968,2025-03-07,L5,245,54.9,176.89,WhatsApp,15,96.3,9.0,73,4519.23,1436.51
R02969,2025-03-08,L4,101,30.4,0.00,Sem divulgação,5,94.4,5.3,39,2567.49,962.38
R02970,2025-03-08,L8,136,25.4,0.00,Sem divulgação,15,97.5,10.9,47,2890.33,1019.65
R02971,2025-03-08,L2,176,38.8,51.46,Redes sociais,10,96.4,8.3,57,3959.19,1284.44
R02972,2025-03-08,L1,207,38.6,0.00,Sem divulgação,15,97.9,13.1,77,4439.43,1603.67
R02973,2025-03-08,L7,178,43.9,79.42,Redes sociais,0,89.9,8.5,37,3909.29,1378.22
R02974,2025-03-08,L6,216,44.1,75.78,Redes sociais,0,92.0,11.1,37,2305.38,869.04
R02975,2025-03-08,L3,334,51.5,120.05,Mídia local,10,93.2,14.4,43,3060.26,953.57
R02976,2025-03-08,L5,274,50.5,0.00,Sem divulgação,0,97.7,10.3,56,5022.68,2008.88
R02977,2025-03-10,L4,107,28.3,0.00,Sem divulgação,0,96.3,5.3,40,3268.35,1284.56
R02978,2025-03-10,L8,151,30.9,68.48,Redes sociais,5,95.5,8.7,58,4029.84,1650.27
R02979,2025-03-10,L2,163,40.5,126.94,Redes sociais,0,94.8,7.3,40,3259.22,1215.92
R02980,2025-03-10,L1,165,29.0,0.00,Sem divulgação,0,97.0,10.4,39,2720.34,1139.68
R02981,2025-03-10,L7,181,36.4,73.19,WhatsApp,5,96.0,12.1,34,2521.88,854.75
R02982,2025-03-10,L6,173,30.8,0.00,Sem divulgação,0,97.3,11.8,26,1640.16,624.96
R02983,2025-03-10,L3,152,37.3,0.00,Sem divulgação,5,98.1,8.1,45,3263.79,1074.66
R02984,2025-03-10,L5,236,45.4,266.75,Redes sociais,10,92.6,10.6,48,3583.78,1287.50
R02985,2025-03-11,L4,71,24.1,0.00,Sem divulgação,20,97.1,5.0,36,2127.71,708.25
R02986,2025-03-11,L8,137,27.8,0.00,Sem divulgação,0,96.4,10.1,44,2779.80,1113.25
R02987,2025-03-11,L2,123,33.9,0.00,Sem divulgação,0,94.7,7.1,36,2606.04,925.95
R02988,2025-03-11,L1,150,32.1,0.00,Sem divulgação,0,96.6,10.8,32,2132.33,859.70
R02989,2025-03-11,L7,175,34.7,90.63,WhatsApp,0,96.2,11.0,33,2569.91,934.35
R02990,2025-03-11,L6,224,44.9,126.39,WhatsApp,0,95.1,10.4,46,2833.18,1092.46
R02991,2025-03-11,L3,193,38.9,0.00,Sem divulgação,5,95.8,10.4,32,2333.03,806.80
R02992,2025-03-11,L5,252,44.8,59.68,Redes sociais,0,96.4,11.7,54,4190.16,1676.74
R02993,2025-03-12,L4,137,29.3,69.75,Redes sociais,5,99.2,8.8,65,4148.41,1542.19
R02994,2025-03-12,L8,161,38.1,144.62,Mídia local,0,98.4,7.8,40,2955.76,1261.25
R02995,2025-03-12,L2,152,29.8,122.36,WhatsApp,5,83.0,9.6,18,1190.40,430.02
R02996,2025-03-12,L1,129,35.2,0.00,Sem divulgação,10,99.0,7.2,40,2485.96,964.64
R02997,2025-03-12,L7,118,36.2,0.00,Sem divulgação,5,99.1,7.2,37,2826.62,972.71
R02998,2025-03-12,L6,144,29.5,0.00,Sem divulgação,0,95.3,10.9,41,3212.74,1311.06
R02999,2025-03-12,L3,145,42.1,0.00,Sem divulgação,5,98.9,8.8,25,1824.98,590.25
R03000,2025-03-12,L5,230,41.0,120.27,Redes sociais,5,93.5,12.8,25,1889.26,684.55
R03001,2025-03-13,L4,168,35.1,116.24,Redes sociais,10,99.2,9.3,67,4370.53,1530.44
R03002,2025-03-13,L8,125,30.4,0.00,Sem divulgação,0,93.3,8.2,22,1345.93,544.41
R03003,2025-03-13,L2,235,43.3,257.05,WhatsApp,5,94.9,10.6,65,4512.37,1538.00
R03004,2025-03-13,L1,176,36.1,0.00,Sem divulgação,0,94.5,9.1,45,2634.66,1078.09
R03005,2025-03-13,L7,179,38.4,0.00,Sem divulgação,0,93.3,10.7,26,2084.26,761.92
R03006,2025-03-13,L6,255,43.6,0.00,Sem divulgação,10,92.9,11.5,45,2462.95,821.73
R03007,2025-03-13,L3,281,51.8,138.18,Mídia local,0,96.5,11.8,56,4106.80,1358.19
R03008,2025-03-13,L5,292,52.5,96.93,Mídia local,0,93.8,12.3,44,3644.27,1389.57
R03009,2025-03-14,L4,126,19.4,0.00,Sem divulgação,15,94.3,12.3,37,2284.28,754.56
R03010,2025-03-14,L8,167,36.6,103.91,Redes sociais,10,95.8,9.4,63,3915.42,1458.52
R03011,2025-03-14,L2,237,30.1,148.69,WhatsApp,0,93.1,17.4,18,1348.16,495.69
R03012,2025-03-14,L1,146,28.7,0.00,Sem divulgação,5,97.0,10.9,34,2009.27,822.54
R03013,2025-03-14,L7,189,38.8,91.82,Redes sociais,10,92.7,9.9,49,3727.81,1267.36
R03014,2025-03-14,L6,257,49.3,106.99,Redes sociais,10,96.1,11.0,48,3584.89,1267.13
R03015,2025-03-14,L3,241,49.3,137.97,Redes sociais,20,96.9,11.8,59,4537.16,1200.42
R03016,2025-03-14,L5,275,54.3,203.93,Redes sociais,0,97.2,11.0,63,4370.32,1720.06
R03017,2025-03-15,L4,197,41.5,131.53,Mídia local,0,96.3,8.9,81,5695.20,2286.80
R03018,2025-03-15,L8,142,33.9,0.00,Sem divulgação,5,97.8,7.2,58,3678.93,1386.80
R03019,2025-03-15,L2,235,35.0,83.85,WhatsApp,0,96.0,13.2,47,3501.17,1278.18
R03020,2025-03-15,L1,237,47.5,107.19,WhatsApp,10,95.3,11.2,44,2614.24,947.57
R03021,2025-03-15,L7,217,46.2,105.51,Redes sociais,5,98.3,10.1,56,4853.78,1618.94
R03022,2025-03-15,L6,286,59.7,250.65,Mídia local,15,92.7,10.3,75,4878.42,1618.69
R03023,2025-03-15,L3,279,49.3,0.00,Sem divulgação,20,95.8,13.8,39,2772.12,717.02
R03024,2025-03-15,L5,279,47.2,0.00,Sem divulgação,0,93.9,12.3,60,5381.76,2029.65
R03025,2025-03-17,L4,145,30.8,62.94,WhatsApp,0,83.1,7.3,21,1347.21,522.69
R03026,2025-03-17,L8,161,26.9,90.63,Redes sociais,0,94.2,12.5,24,1330.78,526.37
R03027,2025-03-17,L2,197,37.1,170.19,Redes sociais,0,94.1,11.6,46,3399.09,1266.84
R03028,2025-03-17,L1,194,35.1,168.19,Redes sociais,15,100.0,10.4,70,3773.62,1380.36
R03029,2025-03-17,L7,174,37.0,102.00,Redes sociais,10,93.1,11.2,31,2468.08,815.40
R03030,2025-03-17,L6,184,38.5,82.02,Mídia local,10,97.5,11.8,73,4947.89,1633.25
R03031,2025-03-17,L3,196,43.4,61.59,Mídia local,0,95.4,10.0,36,2706.03,919.10
R03032,2025-03-17,L5,264,45.5,178.99,Mídia local,10,95.2,11.7,41,2958.55,1017.97
R03033,2025-03-18,L4,132,30.8,63.82,Redes sociais,15,98.8,5.3,56,3756.70,1268.43
R03034,2025-03-18,L8,136,37.3,79.16,Mídia local,10,95.0,7.3,54,2971.59,1078.12
R03035,2025-03-18,L2,123,30.6,0.00,Sem divulgação,0,93.7,7.2,37,2455.21,906.00
R03036,2025-03-18,L1,179,31.0,0.00,Sem divulgação,0,98.5,11.6,40,2570.60,1104.18
R03037,2025-03-18,L7,206,40.3,132.21,Redes sociais,5,95.3,9.7,56,4646.29,1620.62
R03038,2025-03-18,L6,231,43.3,87.92,Mídia local,10,95.1,13.4,58,4370.89,1556.09
R03039,2025-03-18,L3,228,43.5,159.42,WhatsApp,0,94.2,11.8,31,2522.17,868.45
R03040,2025-03-18,L5,298,51.9,190.40,Mídia local,0,97.2,13.4,44,2891.70,1111.17
